drug,gene_symbol,block_assignment,shared_modalities,tissue_modalities,tissue_blocks
A-443654,ANXA7,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,BAX,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,C6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,CLCN4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,CLDN7,tissue,NA,rppa_total,LUNG
A-443654,EMD,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,GLRA4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,IGLL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,LOC100506207,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,LRCH2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,MED15,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,MTM1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,PABPC5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,RET,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,SLC10A7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,SLC1A7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,TCL1A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,TMEM72-AS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-443654,VPREB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,AKD1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,ALS2CR12,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,APEX2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,CAND2,tissue,NA,copy_number,LUNG
A-770041,CARD6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,CENPQ,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,CLCN5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,CTSL1P2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,EDA2R,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,FAM35A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,FAM75A2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,FBXW4P1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,GAP43,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,GLRA4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,GNG4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,GUCA1C,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,HEPH,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,KAL1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,KCNQ2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,KIAA1210,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,LAMC3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,LINC00202,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,LINC00312,tissue,NA,copy_number,LUNG
A-770041,LOC284294,tissue,NA,copy_number,LUNG
A-770041,LOC400654,tissue,NA,copy_number,LUNG
A-770041,LRCH2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,MAPK14,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,MAPK8,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,MIR3134,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,MIR5003,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,MTRNR2L2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,NBEAL1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,NUP214,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,OR2T2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,OXTR,tissue,NA,copy_number,LUNG
A-770041,PABPC5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,PAPD4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,PRAF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,PSME4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,PTPN13,tissue,NA,copy_number,CENTRAL_NERVOUS_SYSTEM
A-770041,QRFP,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,RAD18,tissue,NA,copy_number,LUNG
A-770041,RTDR1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,SLC6A1-AS1,tissue,NA,copy_number,LUNG
A-770041,SPIN4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,STK24,tissue,NA,copy_number,LUNG
A-770041,SULT1A1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,TCL1A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,TXNRD3NB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,USH2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,WT1-AS,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A-770041,ZBTB20,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,ADK,shared,copy_number,NA,NA
AICA Ribonucleotide,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,BAX,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,CNN3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,CRADD,tissue,NA,copy_number,OESOPHAGUS
AICA Ribonucleotide,CTNNB1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,EEF2K,shared,rppa_total,NA,NA
AICA Ribonucleotide,EIF4E,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,GSK3B,shared,rppa_phospho,NA,NA
AICA Ribonucleotide,INSC,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,KAT6B,shared,copy_number,NA,NA
AICA Ribonucleotide,LAMB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,LEF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,LOC727677,shared,copy_number,NA,NA
AICA Ribonucleotide,MAPK14,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,PECAM1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,PIK3R1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,POTEF,shared,copy_number,NA,NA
AICA Ribonucleotide,POU5F1B,shared,copy_number,NA,NA
AICA Ribonucleotide,PREX1,shared,rppa_total,NA,NA
AICA Ribonucleotide,PTEN,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,SH3BP4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,SPEF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,TRAF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,TSPAN6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AICA Ribonucleotide,YBX1,shared,rppa_phospho,NA,NA
AKT inhibitor VIII,AR,shared,rppa_total,NA,NA
AKT inhibitor VIII,BCL2,shared,rppa_total,NA,NA
AKT inhibitor VIII,CRADD,shared,copy_number,NA,NA
AKT inhibitor VIII,CTNNA1,shared,rppa_total,NA,NA
AKT inhibitor VIII,DERL1,shared,copy_number,NA,NA
AKT inhibitor VIII,DISP1,shared,copy_number,NA,NA
AKT inhibitor VIII,DNAH10,shared,copy_number,NA,NA
AKT inhibitor VIII,EMILIN2,shared,copy_number,NA,NA
AKT inhibitor VIII,ENPP2,shared,copy_number,NA,NA
AKT inhibitor VIII,ERBB2,shared,rppa_total,NA,NA
AKT inhibitor VIII,EXT1,shared,copy_number,NA,NA
AKT inhibitor VIII,FAM101A,shared,copy_number,NA,NA
AKT inhibitor VIII,FBN3,shared,copy_number,NA,NA
AKT inhibitor VIII,FGF6,both,copy_number,copy_number,LUNG
AKT inhibitor VIII,G6PD,shared,rppa_total,NA,NA
AKT inhibitor VIII,HAS2,shared,copy_number,NA,NA
AKT inhibitor VIII,HBA1,shared,copy_number,NA,NA
AKT inhibitor VIII,HBZ,shared,copy_number,NA,NA
AKT inhibitor VIII,KDR,shared,rppa_total,NA,NA
AKT inhibitor VIII,KLRC2,shared,copy_number,NA,NA
AKT inhibitor VIII,KPNA7,shared,copy_number,NA,NA
AKT inhibitor VIII,LOC349196,shared,copy_number,NA,NA
AKT inhibitor VIII,LOC400680,shared,copy_number,NA,NA
AKT inhibitor VIII,LOC727896,shared,copy_number,NA,NA
AKT inhibitor VIII,MAL2,shared,copy_number,NA,NA
AKT inhibitor VIII,MAP2K1,shared,rppa_total,NA,NA
AKT inhibitor VIII,MTBP,shared,copy_number,NA,NA
AKT inhibitor VIII,NDUFAF2,shared,copy_number,NA,NA
AKT inhibitor VIII,NOL10,shared,copy_number,NA,NA
AKT inhibitor VIII,OR51A2,shared,copy_number,NA,NA
AKT inhibitor VIII,OR51A4,shared,copy_number,NA,NA
AKT inhibitor VIII,ROBO2,shared,copy_number,NA,NA
AKT inhibitor VIII,SLC25A26,shared,copy_number,NA,NA
AKT inhibitor VIII,STMN1,shared,rppa_total,NA,NA
AKT inhibitor VIII,WASF2,shared,copy_number,NA,NA
AKT inhibitor VIII,WDR67,shared,copy_number,NA,NA
AKT inhibitor VIII,ZHX2,shared,copy_number,NA,NA
AKT inhibitor VIII,ZNF493,shared,copy_number,NA,NA
AKT inhibitor VIII,ZNF664,shared,copy_number,NA,NA
AKT inhibitor VIII_repl_228,ADAM6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ADRBK1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,AFAP1L1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,AGPAT9,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,AHCY,shared,copy_number,NA,NA
AKT inhibitor VIII_repl_228,AKT1,tissue,NA,rppa_phospho,CENTRAL_NERVOUS_SYSTEM
AKT inhibitor VIII_repl_228,AMIGO2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ANXA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,APCDD1L-AS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ARHGAP15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ARHGAP29,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,ARSJ,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,ATP1B1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,ATP8B1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ATP9A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,AXL,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,B4GALT5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,BAIAP2L1,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,BCAR3,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,BDNF,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,C2ORF73,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,C9ORF3,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,CARD10,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,CAV2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CCND1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CD59,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,CLEC1A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CLEC9A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CPXCR1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CTTN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,CYR61,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,DKK3,shared,expression,NA,NA
AKT inhibitor VIII_repl_228,DNTT,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,DOCK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,DOCK8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,DSP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,DVL3,tissue,NA,rppa_total,LUNG
AKT inhibitor VIII_repl_228,DYNC1I1,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,EIF4EBP1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ENC1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,ERRFI1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,ETNK1,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,ETV6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,EVI2B,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,FAM114A1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,FAR2,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,FBXW7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,FGF6,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,FHL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,FHOD3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,FOSL1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,FOXC1,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,FOXD1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,FUCA2,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GDF15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GIMAP6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GMFG,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GPC1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,GPR126,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GPRC5A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GPX8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,GULP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,HOXC6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,HRH1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,IGLL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,IL1RAPL2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,INPP1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,ITGA3,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,JUN,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KCNK12,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KCNMB2-IT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KCNQ2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KDM2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KLRF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KMT2A,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,KPNB1,tissue,NA,copy_number,BREAST
AKT inhibitor VIII_repl_228,LAMB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,LCK,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,LGALS3,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,LIF,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,LINC00477,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,LOC100506776,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,LOC338817,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,LOXL2,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,LRMP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MANSC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MAPK14,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MET,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MIR4756,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MIR920,tissue,NA,copy_number,LUNG
AKT inhibitor VIII_repl_228,MTRNR2L6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MVP,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,MYL9,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,MYO1E,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,MYO6,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,MYOF,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,MZB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,"NAMPT",tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NCEH1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NFIB,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NLRC3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NTN4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NUAK1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,NXPH1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,OLR1,tissue,NA,copy_number,BREAST;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,P2RY8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,P4HA2,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PABPC5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PDGFC,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PERP,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PHF20,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PHLDA1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,PHLDA2,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PIK3CG,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PIR,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,PLA2G16,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PLAT,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PLK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PLOD2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PLS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,POU2AF1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PPAP2B,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PPAP2C,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PPIC,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PRSS2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PRSS23,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PTGR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PTPN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,PTPRM,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,PUS10,tissue,NA,copy_number,BREAST
AKT inhibitor VIII_repl_228,PXDC1,tissue,NA,expression,BONE
AKT inhibitor VIII_repl_228,RAI14,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,RAP1GAP2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AKT inhibitor VIII_repl_228,RB1,tissue,NA,rppa_phospho,LUNG
AKT inhibitor VIII_repl_228,RCSD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
