drug,method,block,gene_symbol,relevant_tissues,modalities,n_supporting_features,supporting_features,max_selection_count,max_abs_coef,signed_coef,expr_tau,expr_entropy,expr_top_tissue,expr_second_tissue,expr_top_median,expr_second_median,expr_median_tissue,expr_top_to_median,expr_class,target_type,target_pathway,direct_target
(5Z)-7-Oxozeaenol,EN,en,BRAF,NA,mutation,2,BRAF_mut.hs;BRAF_mut.hsrec,200,0.12454454574165297,-0.12454454574165297,0.08501969002067573,0.9996820583800465,SMALL_INTESTINE,OESOPHAGUS,7.170510500000001,7.045504,6.591199,1.0878916719097695,intermediate,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,CLDN7,NA,rppa_total,1,Claudin-7,123,0.0027369381781526827,0.0027369381781526827,0.28730128380520237,0.9901927819744566,PROSTATE,BILIARY_TRACT,10.142115,10.093875,7.45928925,1.3596623833832426,restricted,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,CNTNAP5,NA,mutation,1,CNTNAP5_mut.mis,121,0.008186370438585801,0.008186370438585801,0.03242923335750009,0.9999718278013796,AUTONOMIC_GANGLIA,BILIARY_TRACT,4.30344,4.2582355,4.175843,1.0305559859410423,broad,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,CNTRL,NA,mutation,1,CNTRL_mut.mis,132,0.013120007819485937,0.013120007819485937,0.24153533376971353,0.9988274197183232,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CERVIX,9.403115,7.8238924999999995,7.167968,1.3118243552426572,restricted,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,IGFBP2,NA,rppa_total,1,IGFBP2,102,0.0020381284911588932,0.0020381284911588932,0.268379103420833,0.9930107066822873,SMALL_INTESTINE,AUTONOMIC_GANGLIA,10.1364055,10.09681,7.8863055,1.2853173770658517,restricted,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,KEAP1,NA,mutation,1,KEAP1_mut.mis,150,0.016827134921444227,0.016827134921444227,0.06667461443791024,0.9998944414866342,CERVIX,SMALL_INTESTINE,9.4290585,9.3036175,8.790107249999998,1.0726898127437525,intermediate,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,MAP2K1,NA,rppa_phospho;rppa_total,2,MEK1;MEK1_pS217_S221,165,0.006343109133421485,-0.006343109133421485,0.10498460785305476,0.9998656103633461,CERVIX,UPPER_AERODIGESTIVE_TRACT,12.010995000000001,11.04186,10.8193625,1.1101388829517451,intermediate,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,RB1,NA,mutation,1,RB1_mut.tr,109,0.006131335211102416,0.006131335211102416,0.14317264562129378,0.9996524311014444,SMALL_INTESTINE,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.6479025,8.075445,7.4894155,1.154683232623427,intermediate,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,SLC22A16,NA,mutation,1,SLC22A16_mut.tr,117,0.029592021896906472,-0.029592021896906472,0.048341563707019385,0.9999525551103925,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BILIARY_TRACT,4.532601,4.4329995,4.314043,1.0506619892291291,broad,NA,NA,FALSE
(5Z)-7-Oxozeaenol,EN,en,TP53,NA,mutation,1,TP53_mut.hs,200,0.05439807904535361,0.05439807904535361,0.12687230869689042,0.9989487545823764,THYROID,STOMACH,8.278982,8.16865,7.3216505,1.1307535097448314,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,ACTR3BP2,NA,copy_number,1,ACTR3BP2_CN,135,7.566490198972035e-4,7.566490198972035e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,ADNP,NA,copy_number,1,ADNP_CN,147,6.139225860122417e-4,6.139225860122417e-4,0.0477404343546844,0.9999237684946376,AUTONOMIC_GANGLIA,BREAST,10.96293,10.74245,10.421785,1.0519244064236597,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,AMOTL2,NA,expression,1,AMOTL2_Expr,102,3.5689026426826104e-4,3.5689026426826104e-4,0.11293354433542674,0.9961119521057304,FIBROBLAST,KIDNEY,10.505425,10.43173,9.75252425,1.0772006027054997,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,BAX,NA,rppa_total,1,Bax,142,0.0014613186847766916,-0.0014613186847766916,0.14159266101386073,0.9994413643044451,SMALL_INTESTINE,CERVIX,9.170313,8.457266,7.9147555,1.1586350330089161,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,BIN2,NA,expression,1,BIN2_Expr,164,0.0015684625286781842,-0.0015684625286781842,0.4795260140115585,0.9960464186672269,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMALL_INTESTINE,7.7665165,4.713796,4.00441125,1.9394902309297026,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,C16ORF54,NA,expression,1,C16orf54_Expr,109,6.48608075950827e-4,-6.48608075950827e-4,0.6071524267657348,0.9911710324974978,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,UPPER_AERODIGESTIVE_TRACT,8.76434,3.644196,3.4372220000000002,2.54983239371795,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,CASC5,NA,copy_number,1,CASC5_CN,120,4.6158826913223703e-4,-4.6158826913223703e-4,0.06922042541109348,0.9997207724081923,SMALL_INTESTINE,SOFT_TISSUE,8.001954000000001,7.9618009999999995,7.45741125,1.0730203460349597,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,CEP78,NA,mutation,1,CEP78_mut.mis,119,0.008896374583982203,0.008896374583982203,0.08288366009245898,0.9996806010638488,SMALL_INTESTINE,BONE,9.019794000000001,8.967166,8.24846275,1.0935121213949837,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,COL5A2,NA,expression,1,COL5A2_Expr,104,3.8473075148076326e-4,3.8473075148076326e-4,0.45888991859918,0.9800783809595727,SMALL_INTESTINE,FIBROBLAST,12.454419999999999,12.061285,6.1729020000000006,2.017595613862005,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,CRIP2,NA,expression,1,CRIP2_Expr,117,4.745921166070959e-4,4.745921166070959e-4,0.2226724780774403,0.9954116623976065,BREAST,PLEURA,9.478364,8.894858,7.8264005,1.2110757684838642,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,CTNNB1,NA,rppa_total,1,beta-Catenin,156,0.001302487769721737,0.001302487769721737,0.05605619611461893,0.999773532231469,THYROID,ENDOMETRIUM,8.324846,8.3136165,7.85339225,1.0600318607541857,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,CXORF21,NA,expression,1,CXorf21_Expr,161,0.0014508534495571586,-0.0014508534495571586,0.5113220766383705,0.9954157139570111,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMALL_INTESTINE,7.4712575,3.928814,3.6425975,2.0510796210671094,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,CYTIP,NA,expression,1,CYTIP_Expr,129,9.929817296294432e-4,-9.929817296294432e-4,0.6037434182139502,0.9913235555458887,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LARGE_INTESTINE,9.7235195,4.109649,3.8491625000000003,2.526138997768995,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,DNAH12,NA,copy_number,1,DNAH12_CN,112,5.882893564244621e-4,-5.882893564244621e-4,0.0326170677321597,0.9999631959903699,LARGE_INTESTINE,LIVER,4.051458,4.04718,3.92888325,1.0311983691548992,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,DOCK2,NA,expression,1,DOCK2_Expr,119,4.977494442252766e-4,-4.977494442252766e-4,0.6320187517431444,0.9872094566555172,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KIDNEY,10.57715,6.279223,3.72958875,2.836009734317222,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,FAM110C,NA,mutation,1,FAM110C_mut.mis,105,0.009104866985824014,-0.009104866985824014,0.30838798837296966,0.9837906905441932,URINARY_TRACT,OESOPHAGUS,8.8409505,8.782715,6.92360375,1.2769290125825008,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,FGF14,NA,mutation,1,FGF14_mut.mis,118,0.008497188005983562,-0.008497188005983562,0.451959011576667,0.9968134205134546,AUTONOMIC_GANGLIA,SMALL_INTESTINE,7.000806,4.4485125,3.80052025,1.842065175155954,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,FN1,NA,rppa_total,1,Fibronectin,101,5.526433954324377e-4,5.526433954324377e-4,0.34211113316692476,0.9933215868210561,FIBROBLAST,THYROID,12.795819999999999,11.6095,8.11565875,1.5766828539950624,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,G6PD,NA,rppa_total,1,G6PD,147,9.996863238767172e-4,9.996863238767172e-4,0.13244760731824526,0.9990797674041372,OESOPHAGUS,PLEURA,9.632309,9.461903,8.406887999999999,1.1457639259616639,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,GGT8P,NA,copy_number,1,GGT8P_CN,101,4.1923128814802605e-4,4.1923128814802605e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,GMFG,NA,expression,1,GMFG_Expr,194,0.0028647012568022534,-0.0028647012568022534,0.6057761425078764,0.9911278161273535,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SOFT_TISSUE,11.194890000000001,4.755839,4.39752925,2.5457226918956826,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,GOLGA6L9,NA,copy_number,1,GOLGA6L9_CN,108,6.057094549041675e-4,-6.057094549041675e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,GOLGA8B,NA,copy_number,1,GOLGA8B_CN,107,9.023796541982623e-4,-9.023796541982623e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,GPNMB,NA,expression,1,GPNMB_Expr,125,7.402394059165764e-4,7.402394059165764e-4,0.47670110315469694,0.9865577127440391,SKIN,SALIVARY_GLAND,12.53496,10.793365000000001,6.3958967499999995,1.9598440203088021,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,HCLS1,NA,expression,1,HCLS1_Expr,138,6.798914175205313e-4,-6.798914175205313e-4,0.5935378983552286,0.9897421788928028,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SALIVARY_GLAND,11.221924999999999,7.528507,4.397760999999999,2.5517359856526993,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,IGFBP2,NA,rppa_total,1,IGFBP2,112,0.0010742747239158607,0.0010742747239158607,0.268379103420833,0.9930107066822873,SMALL_INTESTINE,AUTONOMIC_GANGLIA,10.1364055,10.09681,7.8863055,1.2853173770658517,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,IMMP2L,NA,copy_number,1,IMMP2L_CN,112,8.191571856379064e-4,8.191571856379064e-4,0.1582194729988086,0.9992781819900266,SKIN,PROSTATE,10.10548,9.4057695,8.5301945,1.1846716976969283,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,KCNG1,NA,copy_number,1,KCNG1_CN,110,3.530067962209421e-4,3.530067962209421e-4,0.23065678753685911,0.994562224804304,OESOPHAGUS,UPPER_AERODIGESTIVE_TRACT,7.819987,7.811648,6.0162320000000005,1.2998147345381628,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,KIAA0947,NA,mutation,1,KIAA0947_mut.mis,130,0.007275701618024791,0.007275701618024791,0.07500830417317252,0.999867699484139,SALIVARY_GLAND,CERVIX,10.718105000000001,10.506845,9.93332375,1.079004900046674,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,KIF2B,NA,mutation,1,KIF2B_mut.mis,132,0.005557434549178937,0.005557434549178937,0.04161375032847957,0.9999653013152539,BILIARY_TRACT,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.1269705000000005,4.041178,3.9639984999999998,1.0411130327117937,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,KMT2D,NA,mutation,1,KMT2D_mut.tr,153,0.005708539388171826,-0.005708539388171826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,LAMP2,NA,copy_number,1,LAMP2_CN,112,9.373948783088071e-4,9.373948783088071e-4,0.10470695424144921,0.9991429268417322,SKIN,FIBROBLAST,10.28092,10.15307,9.28752525,1.1069601129751976,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,LAT2,NA,expression,1,LAT2_Expr,124,6.640010301166616e-4,-6.640010301166616e-4,0.49770596682478185,0.9955348871848942,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PROSTATE,8.764494,4.981063000000001,4.35497975,2.0125223314758234,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,LUM,NA,expression,1,LUM_Expr,101,4.067139266898074e-4,4.067139266898074e-4,0.6258925069083235,0.9637967092734671,SMALL_INTESTINE,FIBROBLAST,12.989765,12.08776,3.6218102500000002,3.586539355561214,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,MAP3K8,NA,mutation,1,MAP3K8_mut.mis,110,0.012917717378692708,-0.012917717378692708,0.18679389966329096,0.9971443455190391,ENDOMETRIUM,PLEURA,5.9762275,5.816452,5.0361044999999995,1.1866766267459306,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,MAPK14,NA,rppa_total,1,p38_MAPK,174,0.001779592840576942,-0.001779592840576942,0.07687677102705877,0.9997704154912802,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BREAST,8.432254,8.216028,7.8151072500000005,1.078968430023785,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,MET,NA,copy_number,1,MET_CN,120,0.001038605999401388,0.001038605999401388,0.1834828285657832,0.9934210959409054,PANCREAS,KIDNEY,9.995525,9.988526,8.94076875,1.1179715390804623,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,MIR3654,NA,copy_number,1,MIR3654_CN,108,5.282655499843727e-4,5.282655499843727e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,MKX,NA,mutation,1,MKX_mut.mis,102,0.006221412094209513,-0.006221412094209513,0.3825605746670571,0.9976760509385079,CERVIX,FIBROBLAST,5.8005065,4.5060325,3.5228815,1.646523307695703,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,MOCS3,NA,copy_number,1,MOCS3_CN,113,3.124820007573351e-4,3.124820007573351e-4,0.06291261853987243,0.9997480182887238,BREAST,THYROID,6.473982,6.438794,6.08377275,1.0641393533313683,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,MS4A6A,NA,mutation,1,MS4A6A_mut.tr,153,0.017941179585938494,-0.017941179585938494,0.039681288536303316,0.9999371293278786,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SALIVARY_GLAND,4.4059915,4.383044,4.23462625,1.0404676209618264,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,MYO1G,NA,expression,1,MYO1G_Expr,109,5.616277902941809e-4,-5.616277902941809e-4,0.5049094236847496,0.9954164442527266,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SALIVARY_GLAND,7.8576005,4.689586,3.86357675,2.0337632738886318,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,NCF4,NA,expression,1,NCF4_Expr,151,0.0010432167483329455,-0.0010432167483329455,0.5407336414299179,0.9942983043975975,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SALIVARY_GLAND,8.479592,4.4150545,3.8455075,2.2050644810860467,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,PNMAL1,NA,mutation,1,PNMAL1_mut.mis,119,0.01198292194012969,-0.01198292194012969,0.48081833396646656,0.9833760116588958,AUTONOMIC_GANGLIA,SOFT_TISSUE,10.18743,9.2262645,4.61545075,2.207244872020355,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,PTEN,NA,rppa_total,1,PTEN,148,0.0012309646742256581,-0.0012309646742256581,0.13035036750242227,0.999676883341531,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AUTONOMIC_GANGLIA,9.8179625,9.397575,8.57250325,1.1452853634088735,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,RCSD1,NA,expression,1,RCSD1_Expr,107,4.8191994880645255e-4,-4.8191994880645255e-4,0.598106718642782,0.9917292467612971,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,UPPER_AERODIGESTIVE_TRACT,9.554132,3.98458,3.8382505,2.4891892803765674,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,RPS17L,NA,copy_number,1,RPS17L_CN,123,6.899604603452116e-4,-6.899604603452116e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,RPS6KB1,NA,rppa_phospho;rppa_total,2,p70S6K;p70S6K_pT389,176,0.002002692816432581,-0.002002692816432581,0.07956032500896933,0.9999161721688721,SMALL_INTESTINE,PLEURA,9.788775999999999,9.222334,9.02900725,1.0841475401406948,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,SLC22A16,NA,mutation,1,SLC22A16_mut.tr,130,0.011364389113359588,-0.011364389113359588,0.048341563707019385,0.9999525551103925,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BILIARY_TRACT,4.532601,4.4329995,4.314043,1.0506619892291291,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,SLC34A2,NA,mutation,1,SLC34A2_mut.mis,116,0.005763154151404797,-0.005763154151404797,0.1438731453234637,0.9997458401366321,OVARY,SMALL_INTESTINE,4.9292625,4.54255,4.20736375,1.171579828342629,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,SRSF1,NA,rppa_total,1,SF2,187,0.002564280094785461,-0.002564280094785461,0.057074446808297576,0.999881426906812,AUTONOMIC_GANGLIA,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.98489,10.821435000000001,10.389957500000001,1.057260340092825,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,TET2,NA,mutation,1,TET2_mut.tr,172,0.027291264406312764,-0.027291264406312764,0.1061043058294501,0.9996472632056905,AUTONOMIC_GANGLIA,SMALL_INTESTINE,6.861419,6.854327,6.14400925,1.1167657340359636,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,TFPI2,NA,expression,1,TFPI2_Expr,143,8.375353955111746e-4,8.375353955111746e-4,0.40117850409319017,0.9805406370874329,KIDNEY,THYROID,11.41408,11.2569,6.5006715,1.7558309168522053,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,TP53,NA,mutation,1,TP53_mut.hs,187,0.007510680374687909,0.007510680374687909,0.12687230869689042,0.9989487545823764,THYROID,STOMACH,8.278982,8.16865,7.3216505,1.1307535097448314,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,UNCX,NA,mutation,1,UNCX_mut.mis,108,0.013706200247230089,-0.013706200247230089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,USP36,NA,mutation,1,USP36_mut.mis,154,0.007750818473072716,-0.007750818473072716,0.04465911516891136,0.9998917162894663,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BILIARY_TRACT,7.058997,7.016253,6.7603670000000005,1.0441736373188022,broad,NA,NA,FALSE
5-Fluorouracil,EN,en,WWTR1,NA,rppa_total,1,TAZ,120,8.075513806751254e-4,8.075513806751254e-4,0.23071783146072808,0.9950988199915882,KIDNEY,SKIN,10.40885,10.18523,8.3652155,1.244301476752153,restricted,NA,NA,FALSE
5-Fluorouracil,EN,en,XKRX,NA,mutation,1,XKRX_mut.mis,124,0.01784791740901669,-0.01784791740901669,0.09960431149684919,0.9998184792959747,CERVIX,OESOPHAGUS,4.694147,4.521914,4.20097075,1.1173957828675671,intermediate,NA,NA,FALSE
5-Fluorouracil,EN,en,ZNF121,NA,copy_number,1,ZNF121_CN,108,7.482732711245607e-4,-7.482732711245607e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5-Fluorouracil,EN,en,ZNF815P,NA,copy_number,1,ZNF815P_CN,103,6.791868892223014e-4,6.791868892223014e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
681640,EN,en,AJUBA,NA,mutation,1,AJUBA_mut.tr,112,0.008398099450988853,-0.008398099450988853,0.19773697842709198,0.9954814932858954,SALIVARY_GLAND,CERVIX,10.1920195,9.9938585,8.5414305,1.1932450307943148,restricted,NA,NA,FALSE
681640,EN,en,ARHGAP21,NA,mutation,1,ARHGAP21_mut.mis,128,0.0013371292341130337,0.0013371292341130337,0.14244250837721398,0.9991551172018004,FIBROBLAST,SOFT_TISSUE,8.25155,7.7585195,7.2104532500000005,1.1443871437624256,intermediate,NA,NA,FALSE
681640,EN,en,ASB16,NA,mutation,1,ASB16_mut.mis,111,0.005775224508909362,-0.005775224508909362,0.01452750055781034,0.999979649468865,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AUTONOMIC_GANGLIA,6.1154305,6.109135,6.04592275,1.0114966321724836,broad,NA,NA,FALSE
681640,EN,en,CPA6,NA,mutation,1,CPA6_mut.mis,123,0.0038128746177164647,-0.0038128746177164647,0.19843511947315906,0.9996483459590508,CERVIX,KIDNEY,4.255098,3.57101,3.4052905,1.2495550673283236,restricted,NA,NA,FALSE
681640,EN,en,CXCR4,NA,expression,1,CXCR4_Expr,121,1.9647832751376777e-4,1.9647832751376777e-4,0.5648585835102246,0.9900926551644869,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AUTONOMIC_GANGLIA,10.559695,8.136667,4.411409,2.3937238646427934,restricted,NA,NA,FALSE
681640,EN,en,DHX57,NA,mutation,1,DHX57_mut.mis,106,0.0027414680732946784,-0.0027414680732946784,0.07697104754585564,0.9998053490772619,AUTONOMIC_GANGLIA,SOFT_TISSUE,7.354437,7.303071,6.7667295,1.0868525186354796,intermediate,NA,NA,FALSE
681640,EN,en,DNAH17,NA,mutation,1,DNAH17_mut.mis,164,0.001328389358989441,0.001328389358989441,0.02669485458263599,0.9999819737399189,BILIARY_TRACT,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.2902545,4.261272,4.1813340000000006,1.0260492225686824,broad,NA,NA,FALSE
681640,EN,en,DSCC1,NA,mutation,1,DSCC1_mut.mis,156,0.008456436478174527,-0.008456436478174527,0.08751941811787085,0.9994941975319415,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMALL_INTESTINE,9.744379,9.666363,8.94724375,1.0890928281684513,intermediate,NA,NA,FALSE
681640,EN,en,EIF4G2,NA,mutation,1,EIF4G2_mut.mis,132,0.001198627037047713,0.001198627037047713,0.016792089922400933,0.9999894032780178,SOFT_TISSUE,SALIVARY_GLAND,12.826170000000001,12.819655000000001,12.619905000000001,1.0163444178066317,broad,NA,NA,FALSE
681640,EN,en,FAT4,NA,mutation,1,FAT4_mut.hs,103,0.0027454358553384733,-0.0027454358553384733,0.43852947131725495,0.9904670693498641,SMALL_INTESTINE,BONE,9.0898465,8.260796,4.6790895,1.942652838762755,restricted,NA,NA,FALSE
681640,EN,en,FGF10,NA,mutation,1,FGF10_mut.mis,102,0.00535994626615428,-0.00535994626615428,0.5651745643795192,0.9933953983511573,SMALL_INTESTINE,BILIARY_TRACT,8.8634205,3.9958245000000003,3.853694,2.299980356509884,restricted,NA,NA,FALSE
681640,EN,en,GALC,NA,mutation,1,GALC_mut.mis,145,0.0050996618253461605,-0.0050996618253461605,0.18392794777589153,0.9978007929242022,STOMACH,PANCREAS,8.063096,8.012639,6.67112775,1.2086556129883737,restricted,NA,NA,FALSE
681640,EN,en,GPR160,NA,expression,1,GPR160_Expr,112,1.433715573512115e-4,1.433715573512115e-4,0.27603952414621064,0.9926142163245879,BREAST,LARGE_INTESTINE,10.53685,9.895994,8.05756375,1.3076967588373098,restricted,NA,NA,FALSE
681640,EN,en,KLC1,NA,mutation,1,KLC1_mut.mis,109,0.0053475878598465065,-0.0053475878598465065,0.10569502435890549,0.9997257067219716,FIBROBLAST,AUTONOMIC_GANGLIA,9.8406515,9.415934,8.73878925,1.1260886626828768,intermediate,NA,NA,FALSE
681640,EN,en,LOC100507334,NA,copy_number,1,LOC100507334_CN,108,4.090317945425068e-4,4.090317945425068e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
681640,EN,en,LPHN1,NA,mutation,1,LPHN1_mut.mis,103,8.833940065072342e-4,8.833940065072342e-4,0.24610343783339303,0.9981948293796773,SMALL_INTESTINE,AUTONOMIC_GANGLIA,8.9604255,8.343213,6.66308375,1.3447865637288439,restricted,NA,NA,FALSE
681640,EN,en,NTNG1,NA,copy_number,1,NTNG1_CN,131,1.618647800112994e-4,-1.618647800112994e-4,0.2786276712473378,0.998177888617696,THYROID,BONE,5.361587,5.297819,3.74956875,1.4299209742453716,restricted,NA,NA,FALSE
681640,EN,en,OR52L1,NA,copy_number,1,OR52L1_CN,118,6.578196466359516e-4,6.578196466359516e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
681640,EN,en,PRF1,NA,mutation,1,PRF1_mut.mis,173,0.005607623974299614,-0.005607623974299614,0.04317312005154461,0.9999528553580437,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LARGE_INTESTINE,4.842420000000001,4.824201,4.62643925,1.0466840129803932,broad,NA,NA,FALSE
681640,EN,en,PRMT6,NA,copy_number,1,PRMT6_CN,124,1.4326515098829078e-4,-1.4326515098829078e-4,0.10582776863962481,0.9994299574299595,PROSTATE,AUTONOMIC_GANGLIA,8.6642235,8.444929,7.797721,1.1111225318269273,intermediate,NA,NA,FALSE
681640,EN,en,PSG5,NA,mutation,1,PSG5_mut.mis,106,0.0025806275071965233,-0.0025806275071965233,0.5072914690744408,0.9914089188558193,FIBROBLAST,CERVIX,8.3521125,7.589143999999999,3.887252,2.148590443840533,restricted,NA,NA,FALSE
681640,EN,en,SH2B1,NA,mutation,1,SH2B1_mut.mis,102,6.582398554460995e-4,6.582398554460995e-4,0.05029173532866134,0.9999168480350891,SMALL_INTESTINE,KIDNEY,6.979237,6.869994,6.629753,1.0527144827265813,broad,NA,NA,FALSE
681640,EN,en,SPDYE1,NA,mutation,1,SPDYE1_mut.mis,102,0.002688373330671201,-0.002688373330671201,0.05914847347026154,0.9998911983003604,SALIVARY_GLAND,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.0448575,4.9096505,4.7512735,1.0617905915119388,intermediate,NA,NA,FALSE
681640,EN,en,SPRTN,NA,mutation,1,SPRTN_mut.mis,102,0.002532025051678292,-0.002532025051678292,0.08330685927095008,0.9996004273385334,SMALL_INTESTINE,SALIVARY_GLAND,7.2009475,7.049274499999999,6.6820070000000005,1.0776623700035033,intermediate,NA,NA,FALSE
681640,EN,en,TGFB2,NA,mutation,1,TGFB2_mut.mis,105,0.0037195477832048735,-0.0037195477832048735,0.3707878724563981,0.9927205552100136,SMALL_INTESTINE,LIVER,8.471377500000001,7.0183795,5.5167865,1.5355637743095552,restricted,NA,NA,FALSE
681640,EN,en,VCAN,NA,mutation,1,VCAN_mut.mis,104,6.622734845653785e-4,6.622734845653785e-4,0.4753042010521753,0.979057817916908,FIBROBLAST,KIDNEY,11.7661,11.38683,5.012023999999999,2.3475745527156295,restricted,NA,NA,FALSE
681640,EN,en,ZFHX4,NA,mutation,1,ZFHX4_mut.mis,115,6.700488188044779e-4,6.700488188044779e-4,0.3982524348226162,0.9949092208255644,SMALL_INTESTINE,BONE,8.3256065,6.545357,4.789501250000001,1.7383034402590454,restricted,NA,NA,FALSE
