drug,gene_symbol,block,relevant_tissues,modalities,expr_tau,expr_class,expr_top_tissue,expr_top_to_median,direct_target,pct_improvement_dsen,lto_pct_improvement
Selumetinib,PAX5,tissue,LUNG,copy_number,0.04773340412035235,broad,CERVIX,1.0529131753166854,FALSE,4.19706300779984,-1.2604039957126114
Genentech Cpd 10,GUCA1C,tissue,BONE,copy_number,0.04962371626786183,broad,KIDNEY,1.0531376588634997,FALSE,6.46009814011629,3.253673072872552
Refametinib_repl_1014,C14ORF64,tissue,OVARY,copy_number,0.035090454300290556,broad,BONE,1.036950311846165,FALSE,3.6131286010883,-9.800441545313724
BX-912,NPTX2,shared,NA,mutation,0.28412789014560724,restricted,BONE,1.4304546197535477,FALSE,6.47729232929053,2.1807207170561504
KIN001-260,TEX13A,tissue,LUNG,copy_number,0.05161697025298212,broad,SALIVARY_GLAND,1.053836096897891,FALSE,14.7925684651149,9.204919818926506
MG-132,VPS13B,shared,NA,mutation,0.21938459086680184,restricted,SMALL_INTESTINE,1.2686107820051908,FALSE,8.34316997182102,NA
Daporinad,CTCFL,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04340378350995293,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0372201935009713,FALSE,6.52400670005628,-1.2535514619015373
SB52334,AMZ2,tissue,SKIN,copy_number,0.04385250675302084,broad,PLEURA,1.0434142612424804,FALSE,3.61511522035971,0.1860728418838896
Vinblastine,LOC100506776,shared,NA,copy_number,0.47256423903327904,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8976050374482298,FALSE,3.52858367133823,-0.23505429592699656
Nilotinib,STAT5A,shared,NA,rppa_total,0.29090316052610116,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.4596515534206838,FALSE,20.3157954875775,18.78544156781148
Bortezomib,CDS2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0393531406602279,broad,KIDNEY,1.035044499098483,FALSE,4.5850689990372,NA
Afatinib_repl_1377,MID1,shared,NA,copy_number,0.24820190452428123,restricted,SMALL_INTESTINE,1.286931007454205,FALSE,8.76609450447551,2.693519744707862
BX-912,CYP24A1,shared,NA,copy_number,0.5040491079267053,restricted,SMALL_INTESTINE,2.204964966354034,FALSE,6.47729232929053,2.1807207170561504
TL-1-85,TRPC4AP,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.050035356051208825,broad,PLEURA,1.049051774075177,FALSE,21.9586731708183,20.582537721998957
CX-5461,GTF2E2,tissue,PANCREAS,copy_number,0.04431505080722031,broad,BONE,1.044734172604672,FALSE,14.0081830315616,5.5936504061175505
PLX-4720,GAB2,shared,NA,rppa_total,0.17977225204225863,restricted,AUTONOMIC_GANGLIA,1.230087821793168,FALSE,-7.39678652813264,-16.02261170504172
Idelalisib,MSH3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04952384062841185,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0485294490290793,FALSE,10.0820572987745,10.376869475212658
Bortezomib,PSMF1,tissue,LUNG,copy_number,0.04365236799860819,broad,SALIVARY_GLAND,1.0421943797143909,FALSE,4.5850689990372,NA
PHA-665752,KAL1,shared,NA,copy_number,0.5197624074050486,restricted,SMALL_INTESTINE,2.2222303093676845,FALSE,1.75605024610335,NA
Cytarabine,"NARS2",tissue,LUNG,copy_number,0.05082598745007507,broad,PROSTATE,1.052674536060869,FALSE,5.41527060030388,1.4570999546231487
BMS-754807,OXR1,shared,NA,copy_number,0.20775433648685612,restricted,SMALL_INTESTINE,1.2586659872671355,FALSE,0.710369447255811,0.11068771225984471
GW441756,PRDM16,shared,NA,copy_number,0.18982050605628956,restricted,SMALL_INTESTINE,1.241651359086583,FALSE,0.638958127408361,0.485299138004375
TPCA-1,SPATA2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04661809703260193,broad,LARGE_INTESTINE,1.0480868406596178,FALSE,18.7709768169356,7.322076226708722
Saracatinib,VSIG4,tissue,LUNG,copy_number,0.04382377728739508,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.047846600396723,FALSE,5.23821665413157,NA
Y-39983,PRRG3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04942081956388905,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0478415571709658,FALSE,7.48121270373612,3.3965135814654754
CHIR-99021_repl_154,USH2A,tissue,BONE,copy_number,0.026205291214494,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0260437819056214,FALSE,0.585792424768429,-0.14730796766746038
Amuvatinib,PRKCDBP,shared,NA,expression,0.45930660809740337,restricted,FIBROBLAST,1.8939613552874377,FALSE,2.20215730926549,2.2159380161717346
Pazopanib,ELAVL2,shared,NA,copy_number,0.4654633516020638,restricted,AUTONOMIC_GANGLIA,2.0703798826817312,FALSE,0.966009808588394,2.224890009854432
QL-XI-92,LAPTM5,shared,NA,expression,0.5793750969944648,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.4387280431000913,FALSE,8.24017749411482,4.403407544065056
Lapatinib,ZNF717,tissue,LUNG,copy_number,0.03271997266722702,broad,AUTONOMIC_GANGLIA,1.025804742851197,FALSE,3.29442211665721,NA
AKT inhibitor VIII_repl_228,DKK3,shared,NA,expression,0.40891046899197975,restricted,FIBROBLAST,1.7286394429224303,FALSE,9.46019571945078,5.289939736041245
QL-XI-92,CDC42EP5,shared,NA,expression,0.4267152238756089,restricted,FIBROBLAST,1.8726783133220677,FALSE,8.24017749411482,4.403407544065056
QL-XI-92,DNAJC22,shared,NA,expression,0.30331581427240045,restricted,LIVER,1.429639131341281,FALSE,8.24017749411482,4.403407544065056
ZSTK474,FAM219A,shared,NA,copy_number,0.20137520837648823,restricted,AUTONOMIC_GANGLIA,1.2453822097644554,FALSE,6.7369845244211,6.136960805919008
XMD8-85,CHGB,shared,NA,expression,0.5522430119783303,restricted,AUTONOMIC_GANGLIA,2.3527085559233574,FALSE,-1.82136787555788,NA
GSK429286A,PERP,shared,NA,expression,0.1837461168485312,restricted,UPPER_AERODIGESTIVE_TRACT,1.1706907735374672,FALSE,1.24137740108784,1.8240820638936992
Midostaurin,MATN3,shared,NA,copy_number,0.26763288685400555,restricted,LIVER,1.3767267487155148,FALSE,0.082977824385362,-0.4369247366230667
BAY-61-3606,DDX27,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03398652287647477,broad,BILIARY_TRACT,1.0291534109041387,FALSE,7.3647478997892,5.004838719563377
BAY-61-3606,UBE2C,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03967344515845737,broad,SALIVARY_GLAND,1.0342999715719374,FALSE,7.3647478997892,5.004838719563377
CCT007093,HDX,shared,NA,copy_number,0.32552315270473753,restricted,AUTONOMIC_GANGLIA,1.4767300080241352,FALSE,0.224041645735934,0.8402486803033697
JNK Inhibitor VIII,RAF1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.050905829792847385,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0429986263074087,FALSE,4.22947940369299,2.3446105878242722
Bicalutamide_repl_150,AKT3,shared,NA,copy_number,0.2680833150855439,restricted,AUTONOMIC_GANGLIA,1.347786364986064,FALSE,2.88645358751291,-0.03272764746172984
681640,C11ORF73,tissue,UPPER_AERODIGESTIVE_TRACT,expression,0.04662601924141097,broad,AUTONOMIC_GANGLIA,1.0449221982819348,FALSE,1.69836920985424,-0.11573476483035179
Ponatinib,PSME4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03436148571778665,broad,SALIVARY_GLAND,1.0350087679637088,FALSE,18.969209815711,9.951922541830642
Talazoparib,CAV1,shared,NA,rppa_total,0.21064458915956624,restricted,SALIVARY_GLAND,1.1550410971538845,FALSE,9.91884930155864,6.892600950827124
Camptothecin,LOC100128098,shared,NA,expression,0.4764544697915947,restricted,PROSTATE,2.0858747788379914,FALSE,5.46052603185659,1.1461786918602594
WZ3105,LRMP,shared,NA,expression,0.5723291912891136,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.346080323089516,FALSE,8.78089380962876,4.63397901654884
TL-1-85,CPXCR1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03246060968626038,broad,BILIARY_TRACT,1.034567655082584,FALSE,21.9586731708183,20.582537721998957
Sunitinib,DSCAM,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05183608176037669,broad,UPPER_AERODIGESTIVE_TRACT,1.0528665802613046,FALSE,13.2645741785206,NA
BMS-754807,CDK1,tissue,LARGE_INTESTINE,rppa_total,0.04317908332270926,broad,PROSTATE,1.033639576003956,FALSE,0.710369447255811,0.11068771225984471
Trametinib,SELM,shared,NA,copy_number,0.31744346512714017,restricted,FIBROBLAST,1.4606911624916938,FALSE,8.31336960760879,-4.761352991175323
QL-X-138,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,9.95388498558654,1.8974399201034116
Bleomycin (50 uM),CXCL13,tissue,PANCREAS,copy_number,0.05509125881225568,broad,SMALL_INTESTINE,1.0544731077577718,FALSE,7.45408438663825,2.260925719601204
Obatoclax Mesylate,ZCWPW2,tissue,LUNG,copy_number,0.05526772188391656,broad,FIBROBLAST,1.0596377388836409,FALSE,2.99679832845819,-0.6342981037087876
Alectinib,PAPPA,shared,NA,copy_number,0.4178134178503577,restricted,FIBROBLAST,1.898475366438658,FALSE,7.0926918641817,-15.504963443075075
Docetaxel,CDKN1A,shared,NA,rppa_total,0.21640103797177754,restricted,FIBROBLAST,1.2866154308581088,FALSE,10.6254834568127,3.9673637371066817
Bortezomib,RELN,shared,NA,mutation,0.31109584288531794,restricted,FIBROBLAST,1.4844686597188936,FALSE,4.5850689990372,NA
Daporinad,CDH1,shared,NA,rppa_total,0.3306991356054596,restricted,LARGE_INTESTINE,1.537450626051837,FALSE,6.52400670005628,-1.2535514619015373
Bortezomib,KCNQ5,shared,NA,copy_number,0.2923143461895658,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.5321357514120657,FALSE,4.5850689990372,NA
Elesclomol,STAT5A,shared,NA,rppa_total,0.29090316052610116,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.4596515534206838,FALSE,3.34292038992637,-0.6277039651830623
CP466722,WDR27,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04302236206679123,broad,SMALL_INTESTINE,1.0450243423941705,FALSE,8.03413194698878,8.12396608484664
BX-912,SATB1,shared,NA,expression,0.3691596739720013,restricted,AUTONOMIC_GANGLIA,1.5440225282532027,FALSE,6.47729232929053,2.1807207170561504
Cabozantinib,ADAM5,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03298717275320851,broad,SALIVARY_GLAND,1.0315032936738295,FALSE,12.3406167087331,6.796786710024865
AICA Ribonucleotide,CTNNB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.05605619611461893,broad,THYROID,1.0600318607541857,FALSE,7.74801365293958,7.989100533523005
Elesclomol,HPGD,shared,NA,expression,0.4260712635979466,restricted,PROSTATE,1.919104955901488,FALSE,3.34292038992637,-0.6277039651830623
PD0325901,LMOD3,tissue,SKIN,copy_number,0.01729926877430213,broad,BILIARY_TRACT,1.0171855256713405,FALSE,4.97995465677282,-4.246488908807473
CX-5461,GPNMB,shared,NA,expression,0.47670110315469694,restricted,SKIN,1.9598440203088021,FALSE,14.0081830315616,5.5936504061175505
Lestauritinib,SH3PXD2A,shared,NA,copy_number,0.23686354270398777,restricted,FIBROBLAST,1.3305211867500626,FALSE,6.10213528290296,6.18707375850848
BX796,IL21R,shared,NA,copy_number,0.270569718586289,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.377954986070058,FALSE,6.28084625572421,3.065794564749317
Bleomycin (50 uM),TFF3,shared,NA,expression,0.381659989392203,restricted,LARGE_INTESTINE,1.6322082911481155,FALSE,7.45408438663825,2.260925719601204
QL-XI-92,PGAP1,shared,NA,copy_number,0.28062337421806655,restricted,AUTONOMIC_GANGLIA,1.3630265874658922,FALSE,8.24017749411482,4.403407544065056
Lestauritinib,RCSD1,shared,NA,expression,0.598106718642782,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.4891892803765674,FALSE,6.10213528290296,6.18707375850848
AKT inhibitor VIII_repl_228,LINC00477,tissue,LUNG,copy_number,0.05660946921984733,broad,PLEURA,1.0615868775289954,FALSE,9.46019571945078,5.289939736041245
CX-5461,DNTTIP1,tissue,BONE,copy_number,0.052528680176135364,broad,THYROID,1.05137349140865,FALSE,14.0081830315616,5.5936504061175505
Pazopanib,DIP2C,shared,NA,copy_number,0.18297136113594004,restricted,FIBROBLAST,1.2125050892788856,FALSE,0.966009808588394,2.224890009854432
MPS-1-IN-1,ENPP3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.03794367936278615,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0442067884761024,FALSE,17.2900384866657,0.4703138821449367
Crizotinib,STK10,shared,NA,copy_number,0.17183943891038195,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1951563044110511,FALSE,10.9819142110902,NA
JNK-9L,PEA15,shared,NA,rppa_total,0.17279098322404585,restricted,FIBROBLAST,1.2049417979018133,FALSE,-0.583115107821256,-1.2125087972858648
CHIR-99021_repl_154,HECW1,tissue,BONE,copy_number,0.035930802231585644,broad,UPPER_AERODIGESTIVE_TRACT,1.034252153033092,FALSE,0.585792424768429,-0.14730796766746038
Sorafenib,KCNU1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03729852679774844,broad,SMALL_INTESTINE,1.0399825376107272,FALSE,7.3069270122872,NA
ZM447439,COL5A1,shared,NA,copy_number,0.4746681836376323,restricted,FIBROBLAST,2.199071194029648,FALSE,0.793914590677361,0.5643840318155174
Cisplatin,KCND3,tissue,PANCREAS,copy_number,0.035221223332205856,broad,CERVIX,1.0346625950763728,FALSE,3.44262341425372,2.4804187693642086
Saracatinib,FREM1,tissue,LUNG,copy_number,0.05588968432144874,broad,BONE,1.060880190352302,FALSE,5.23821665413157,NA
YM201636,KLRF1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.05507315741039692,broad,SMALL_INTESTINE,1.056438194514705,FALSE,12.6440075513445,2.341114134588654
CX-5461,TTC23L,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.045091546851132945,broad,CERVIX,1.0497157046932466,FALSE,14.0081830315616,5.5936504061175505
TAK-715,IRS1,shared,NA,rppa_total,0.30826046149333874,restricted,SMALL_INTESTINE,1.4021806731459685,FALSE,4.54148345375526,4.020592305462024
CP466722,KCNB1,shared,NA,copy_number,0.3191909195676629,restricted,AUTONOMIC_GANGLIA,1.4810229993837691,FALSE,8.03413194698878,8.12396608484664
Rucaparib,TAS2R39,tissue,SKIN,copy_number,0.053895129024520455,broad,SMALL_INTESTINE,1.0598832248827952,FALSE,1.46556638723606,-0.4316327815776883
TAK-715,PTX3,shared,NA,expression,0.530690803338179,restricted,FIBROBLAST,2.3301395125576345,FALSE,4.54148345375526,4.020592305462024
EHT-1864,FAM110B,shared,NA,copy_number,0.30455857844936596,restricted,PLEURA,1.508168881198098,FALSE,-1.12387110925939,-0.8537244537049451
KU-55933,SLC13A1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.034571029483809676,broad,PLEURA,1.035995035287762,FALSE,3.16030809352756,0.6631401269528727
KU-55933,HYAL4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.044809543598484686,broad,BILIARY_TRACT,1.0449397738410735,FALSE,3.16030809352756,0.6631401269528727
CCT007093,ZNF100,shared,NA,copy_number,0.18746303345948806,restricted,SMALL_INTESTINE,1.1746109347044396,FALSE,0.224041645735934,0.8402486803033697
Bicalutamide_repl_150,LINC00290,tissue,BONE,copy_number,0.054331213693143476,broad,PLEURA,1.061989870897597,FALSE,2.88645358751291,-0.03272764746172984
Bicalutamide_repl_150,AVPR1A,tissue,BONE,copy_number,0.02120900415285793,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0216713593382338,FALSE,2.88645358751291,-0.03272764746172984
681640,POLR3C,tissue,UPPER_AERODIGESTIVE_TRACT,expression,0.05375700413105083,broad,BONE,1.0526545895304937,FALSE,1.69836920985424,-0.11573476483035179
CP724714,HOXB1,tissue,BREAST,copy_number,0.05557691217280222,broad,BILIARY_TRACT,1.055943542407911,FALSE,4.24152185319159,0.2839479969822853
AT-7519,SLC47A1,shared,NA,expression,0.36408213821641383,restricted,SMALL_INTESTINE,1.6576230844546844,FALSE,9.51141825045037,7.8430492996276
Nilotinib,WSCD1,shared,NA,copy_number,0.21110950008818058,restricted,KIDNEY,1.277291063595251,FALSE,20.3157954875775,18.78544156781148
Linsitinib,DAB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03539715427102088,broad,AUTONOMIC_GANGLIA,1.0374808306054804,FALSE,2.23045644563242,0.3473477350227563
Nilotinib,RAP1GAP2,shared,NA,copy_number,0.1777492694361168,restricted,PROSTATE,1.2070280140947915,FALSE,20.3157954875775,18.78544156781148
TPCA-1,GUCA1C,tissue,BONE,copy_number,0.04962371626786183,broad,KIDNEY,1.0531376588634997,FALSE,18.7709768169356,7.322076226708722
Daporinad,HNRNPAB,tissue,LUNG,copy_number,0.028370501004462464,broad,CERVIX,1.0285511713435034,FALSE,6.52400670005628,-1.2535514619015373
MG-132,DPP10,shared,NA,mutation,0.28021443250360994,restricted,SMALL_INTESTINE,1.3955883955119155,FALSE,8.34316997182102,NA
QL-X-138,ATG5,tissue,LUNG,copy_number,0.04025311933557127,broad,ENDOMETRIUM,1.0374551598579378,FALSE,9.95388498558654,1.8974399201034116
BX-912,FLG,shared,NA,mutation,0.41470804972658903,restricted,CERVIX,1.7296074753520738,FALSE,6.47729232929053,2.1807207170561504
OSI-027,MAPK1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_phospho,0.050635857927037814,broad,SALIVARY_GLAND,1.0522474344661084,FALSE,5.26125034064986,2.593394924003661
GSK269962A_repl_127,ABCA4,tissue,CENTRAL_NERVOUS_SYSTEM,copy_number,0.056961474399751716,broad,BILIARY_TRACT,1.062422726346125,FALSE,4.54228896223732,NA
Bortezomib,LOC283194,tissue,LUNG,copy_number,0.04009447673319353,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0464683559825076,FALSE,4.5850689990372,NA
Nutlin-3a (-),LOXL4,shared,NA,copy_number,0.37860786988129974,restricted,FIBROBLAST,1.7027790997499521,FALSE,0.133448992567489,1.1225403690718692
Afatinib_repl_1377,BMP15,tissue,UPPER_AERODIGESTIVE_TRACT,copy_number,0.028011984603409985,broad,FIBROBLAST,1.0305049995572773,FALSE,8.76609450447551,2.693519744707862
Vinblastine,CLDN7,shared,NA,rppa_total,0.28730128380520237,restricted,PROSTATE,1.3596623833832426,FALSE,3.52858367133823,-0.23505429592699656
A-770041,ALS2CR12,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0320002230069501,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.029774775565618,FALSE,1.35636996105789,NA
Idelalisib,MUC16,shared,NA,mutation,0.292996540277932,restricted,PANCREAS,1.4554224084798977,FALSE,10.0820572987745,10.376869475212658
AKT inhibitor VIII_repl_228,LOC338817,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.049307924632465736,broad,FIBROBLAST,1.0499267160896377,FALSE,9.46019571945078,5.289939736041245
Rucaparib,KCNH5,tissue,LUNG,copy_number,0.029209185723323854,broad,CERVIX,1.0299031177496198,FALSE,1.46556638723606,-0.4316327815776883
Imatinib,KRT35,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.03922966000158093,broad,CERVIX,1.0422651917152552,FALSE,11.8764521543301,NA
Vorinostat,PEA15,shared,NA,rppa_total,0.17279098322404585,restricted,FIBROBLAST,1.2049417979018133,FALSE,8.83748207346894,3.857935004847989
AZD6482_repl_156,LRFN5,shared,NA,copy_number,0.45806588587368546,restricted,BONE,1.8603556209458174,FALSE,2.72325172187991,1.908935065783033
Vorinostat,LOC100506776,shared,NA,copy_number,0.47256423903327904,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8976050374482298,FALSE,8.83748207346894,3.857935004847989
XMD15-27,ARNT2,shared,NA,copy_number,0.33739590480610643,restricted,SKIN,1.5818626507086087,FALSE,1.90190307656748,-0.15373639838997294
I-BET-762,SUMF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04879802398377207,broad,SALIVARY_GLAND,1.050630249489839,FALSE,12.0704989562838,5.863833451953782
Saracatinib,RGS6,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03471050704349231,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0336663913984692,FALSE,5.23821665413157,NA
Navitoclax,CD160,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05039059222154716,broad,BILIARY_TRACT,1.0513706842786066,FALSE,7.33644040164538,6.441587042087721
TPCA-1,PTGIS,shared,NA,copy_number,0.40911439342366107,restricted,FIBROBLAST,1.7019298899799622,FALSE,18.7709768169356,7.322076226708722
CGP-082996,YWHAB,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.02998123400396874,broad,SALIVARY_GLAND,1.0305124623494133,FALSE,5.90839913554929,NA
CHIR-99021,CDH1,shared,NA,rppa_total,0.3306991356054596,restricted,LARGE_INTESTINE,1.537450626051837,FALSE,5.3516178434032,-0.8319699374523633
Lapatinib,UBAP2,tissue,LUNG,copy_number,0.033699460206239186,broad,AUTONOMIC_GANGLIA,1.0313658511038564,FALSE,3.29442211665721,NA
Cisplatin,ESRP1,shared,NA,expression,0.3450286435524837,restricted,BREAST,1.433531265135944,FALSE,3.44262341425372,2.4804187693642086
KIN001-266,MLYCD,shared,NA,copy_number,0.1786685651546537,restricted,CERVIX,1.2136322103964357,FALSE,0.344025256261606,1.27597738998592
Ispinesib Mesylate,DDX27,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03398652287647477,broad,BILIARY_TRACT,1.0291534109041387,FALSE,5.11716142598801,2.597224861093527
FR-180204,COL6A3,shared,NA,expression,0.6387795628788564,restricted,FIBROBLAST,3.069701996670989,FALSE,2.01273702176318,0.9436619873790585
CCT007093,FAAH2,shared,NA,copy_number,0.2139436625905743,restricted,PROSTATE,1.2745423687278525,FALSE,0.224041645735934,0.8402486803033697
Serdemetan,TFF3,shared,NA,expression,0.381659989392203,restricted,LARGE_INTESTINE,1.6322082911481155,FALSE,2.20549946521956,2.317970776248308
Lapatinib,KDR,shared,NA,rppa_total,0.20034635896594694,restricted,SKIN,1.2609742549069989,FALSE,3.29442211665721,NA
Cyclopamine,ZNF542,shared,NA,copy_number,0.27864447448927815,restricted,AUTONOMIC_GANGLIA,1.2701586097394018,FALSE,0.512413884282306,NA
NVP-TAE684,FTO,tissue,CENTRAL_NERVOUS_SYSTEM,copy_number,0.055677829219836085,broad,AUTONOMIC_GANGLIA,1.056797018845788,FALSE,6.88215212794483,NA
Selumetinib_repl_1498,IGFBP7,shared,NA,expression,0.3407421134692903,restricted,FIBROBLAST,1.3779877144459816,FALSE,3.60177917555145,-17.178725350819747
GSK269962A_repl_127,DSCAM,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05183608176037669,broad,UPPER_AERODIGESTIVE_TRACT,1.0528665802613046,FALSE,4.54228896223732,NA
GSK1070916,POU6F2,tissue,LUNG,copy_number,0.04800954381192508,broad,OESOPHAGUS,1.0509010065185442,FALSE,12.2799112452315,-0.595385679736336
Rapamycin,TYW5,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03819271251812543,broad,LARGE_INTESTINE,1.030978996124613,FALSE,3.38312443701412,NA
GSK690693,RGS13,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.05667458430332796,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0620545714863026,FALSE,6.55177287801742,3.999511052249765
CP466722,GUCA1C,tissue,BONE,copy_number,0.04962371626786183,broad,KIDNEY,1.0531376588634997,FALSE,8.03413194698878,8.12396608484664
5-Fluorouracil,MAGEC3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.023308235173239628,broad,OESOPHAGUS,1.0214689328616533,FALSE,10.3599555671561,3.1072259023703506
PHA-793887,CD53,shared,NA,expression,0.5472352552378733,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.2184625924174974,FALSE,11.7890247800736,6.748344394936162
A-770041,STK24,tissue,LUNG,copy_number,0.0500811796318979,broad,LARGE_INTESTINE,1.0567192100367984,FALSE,1.35636996105789,NA
Pelitinib,ODZ2,shared,NA,copy_number,0.43225031312670587,restricted,CENTRAL_NERVOUS_SYSTEM,2.165877868147753,FALSE,1.70985545732213,2.476938143275056
Pevonedistat,CCND2,shared,NA,copy_number,0.372304184656606,restricted,SALIVARY_GLAND,1.798405577474583,FALSE,3.95477956312511,5.443670629925557
BX-912,LIPG,shared,NA,copy_number,0.3427165271565417,restricted,LARGE_INTESTINE,1.5763533683533288,FALSE,6.47729232929053,2.1807207170561504
MG-132,PTPRD,shared,NA,copy_number,0.3726392031510391,restricted,KIDNEY,1.6682081483647238,FALSE,8.34316997182102,NA
CX-5461,ALDH1A1,shared,NA,expression,0.5988220338010397,restricted,SMALL_INTESTINE,3.227289053713377,FALSE,14.0081830315616,5.5936504061175505
AICA Ribonucleotide,PREX1,shared,NA,rppa_total,0.3149928408613471,restricted,BONE,1.484607223712422,FALSE,7.74801365293958,7.989100533523005
A-770041,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,1.35636996105789,NA
Pictilisib_repl_1527,TYR,shared,NA,copy_number,0.6461493785425843,restricted,SKIN,2.8353497535772583,FALSE,1.13013137746979,0.3130070812801177
Navitoclax,C16ORF54,shared,NA,expression,0.6071524267657348,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.54983239371795,FALSE,7.33644040164538,6.441587042087721
TAK-715,GJD4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.04132242756986484,broad,BILIARY_TRACT,1.0423889251624168,FALSE,4.54148345375526,4.020592305462024
Bortezomib,RMST,tissue,LUNG,copy_number,0.036612891787166715,broad,SMALL_INTESTINE,1.0372877341581401,FALSE,4.5850689990372,NA
AZD8055,TMEM98,shared,NA,copy_number,0.25539607339495474,restricted,AUTONOMIC_GANGLIA,1.3854943585644872,FALSE,8.9615675145938,7.473895973630409
UNC0638_repl_245,ICAM4,shared,NA,copy_number,0.18865012639830214,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2306098793016997,FALSE,6.63685176764663,3.170862285232165
