drug,gene_symbol,block,relevant_tissues,modalities,expr_tau,expr_class,expr_top_tissue,expr_top_to_median,direct_target,pct_improvement_dsen,lto_pct_improvement
CHIR-99021,TUSC3,shared,NA,copy_number,0.19567680378974256,restricted,AUTONOMIC_GANGLIA,1.1291741129057482,FALSE,5.3516178434032,-0.8319699374523633
(5Z)-7-Oxozeaenol,AKR1B10,shared,NA,expression,0.4169804157384408,restricted,CERVIX,1.8541094951061845,FALSE,8.29725395953419,0.6715694216286183
AT-7519,LOC100506776,shared,NA,copy_number,0.47256423903327904,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8976050374482298,FALSE,9.51141825045037,7.8430492996276
Refametinib_repl_1014,MPO,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.03921810637259387,broad,SALIVARY_GLAND,1.0374358405429795,FALSE,3.6131286010883,-9.800441545313724
THZ-2-49,CALM3,tissue,LUNG,copy_number,0.05679747486612665,broad,CERVIX,1.0550819101150042,FALSE,9.96462021963426,5.639373997444219
Daporinad,CCBE1,shared,NA,copy_number,0.41988984280271735,restricted,FIBROBLAST,1.9531303953536787,FALSE,6.52400670005628,-1.2535514619015373
PHA-793887,MB21D2,shared,NA,copy_number,0.1887978389121874,restricted,SALIVARY_GLAND,1.2048081698355713,FALSE,11.7890247800736,6.748344394936162
AS605240,PRSS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05090273074354668,broad,PANCREAS,1.0495237782408813,FALSE,-0.0879960186669877,0.7860055790793924
BX-912,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,6.47729232929053,2.1807207170561504
PI-103,SNX13,tissue,LUNG,copy_number,0.05681279295203666,broad,STOMACH,1.0599172847956495,FALSE,3.78188593902709,3.9798985195814525
GNF-2,PSME4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03436148571778665,broad,SALIVARY_GLAND,1.0350087679637088,FALSE,22.7251016741947,NA
GNF-2,ALS2CR12,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0320002230069501,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.029774775565618,FALSE,22.7251016741947,NA
Alectinib,LOC100506776,shared,NA,copy_number,0.47256423903327904,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8976050374482298,FALSE,7.0926918641817,-15.504963443075075
THZ-2-102-1,PALMD,shared,NA,copy_number,0.22958771836793868,restricted,BILIARY_TRACT,1.334633936610023,FALSE,7.58364244488931,2.9459439984064475
CX-5461,MECOM,shared,NA,copy_number,0.24397230315481622,restricted,OVARY,1.260480540778472,FALSE,14.0081830315616,5.5936504061175505
Enzastaurin,SPECC1,shared,NA,copy_number,0.230415345505764,restricted,CERVIX,1.3067990315927873,FALSE,0.497024745000201,-0.15255853851686807
Navitoclax,STS,shared,NA,copy_number,0.18186683939010845,restricted,FIBROBLAST,1.2077962032581269,FALSE,7.33644040164538,6.441587042087721
Imatinib,ALS2CR12,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0320002230069501,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.029774775565618,FALSE,11.8764521543301,NA
AZD7762,ANKLE1,shared,NA,expression,0.4502415061162967,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8508261014377034,FALSE,8.65308477201097,0.31047237284638796
CAY10603,MYO10,shared,NA,copy_number,0.19447471531416152,restricted,SKIN,1.1960552608953396,FALSE,8.62523276179811,-0.2822827760414449
Palbociclib,TSPYL5,shared,NA,expression,0.4593577916951424,restricted,AUTONOMIC_GANGLIA,2.221206577756312,FALSE,-0.682857296622192,0.49723205868349213
Vorinostat,RAB25,shared,NA,rppa_total,0.4214821695290674,restricted,LARGE_INTESTINE,2.488185868639405,FALSE,8.83748207346894,3.857935004847989
MPS-1-IN-1,NDRG1,shared,NA,rppa_phospho,0.2237011055526069,restricted,KIDNEY,1.2832845352814652,FALSE,17.2900384866657,0.4703138821449367
Genentech Cpd 10,KCNG1,shared,NA,copy_number,0.23065678753685911,restricted,OESOPHAGUS,1.2998147345381628,FALSE,6.46009814011629,3.253673072872552
CCT-018159,HUNK,shared,NA,copy_number,0.17671568323642814,restricted,CERVIX,1.2277669960445028,FALSE,0.310544695283584,0.45049705566400966
KIN001-266,SPRY2,shared,NA,copy_number,0.32840410860635477,restricted,SMALL_INTESTINE,1.4557646259045485,FALSE,0.344025256261606,1.27597738998592
Quizartinib,MRPL54,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0447927388623379,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0455007221007389,FALSE,4.05019702940698,2.1906329750130786
XAV939,ZNF850,shared,NA,copy_number,0.2518980696170867,restricted,AUTONOMIC_GANGLIA,1.3247965443591116,FALSE,0.0960927518166848,0.650792825766064
Bicalutamide_repl_150,ERBB3,shared,NA,rppa_total,0.32672832026827137,restricted,LARGE_INTESTINE,1.3889518132074594,FALSE,2.88645358751291,-0.03272764746172984
Sorafenib,UBE2K,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04670519475173704,broad,SMALL_INTESTINE,1.0468036526916973,FALSE,7.3069270122872,NA
WZ3105,CXCR4,shared,NA,expression,0.5648585835102246,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.3937238646427934,FALSE,8.78089380962876,4.63397901654884
Sunitinib,CPXCR1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03246060968626038,broad,BILIARY_TRACT,1.034567655082584,FALSE,13.2645741785206,NA
A-770041,KIAA1210,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04158709670209319,broad,THYROID,1.04013885024269,FALSE,1.35636996105789,NA
A-770041,GUCA1C,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04962371626786183,broad,KIDNEY,1.0531376588634997,FALSE,1.35636996105789,NA
Lapatinib,VSIG4,tissue,LUNG,copy_number,0.04382377728739508,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.047846600396723,FALSE,3.29442211665721,NA
THZ-2-102-1,WWTR1,shared,NA,rppa_total,0.23071783146072808,restricted,KIDNEY,1.244301476752153,FALSE,7.58364244488931,2.9459439984064475
TL-2-105,G3BP1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.046937073321323394,broad,THYROID,1.0483569123100902,FALSE,7.75073371693296,7.9272170733242735
BX-912,BAMBI,shared,NA,expression,0.3229443770630857,restricted,SMALL_INTESTINE,1.4242527814564736,FALSE,6.47729232929053,2.1807207170561504
5-Fluorouracil,ADNP,tissue,BREAST,copy_number,0.0477404343546844,broad,AUTONOMIC_GANGLIA,1.0519244064236597,FALSE,10.3599555671561,3.1072259023703506
TL-2-105,ATG5,tissue,LUNG,copy_number,0.04025311933557127,broad,ENDOMETRIUM,1.0374551598579378,FALSE,7.75073371693296,7.9272170733242735
BX-912,FHOD3,shared,NA,copy_number,0.2925068121914286,restricted,KIDNEY,1.4216252683237167,FALSE,6.47729232929053,2.1807207170561504
Lapatinib,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,3.29442211665721,NA
Lapatinib,FREM1,tissue,LUNG,copy_number,0.05588968432144874,broad,BONE,1.060880190352302,FALSE,3.29442211665721,NA
JNK-9L,MAP6,shared,NA,copy_number,0.3660469999073173,restricted,AUTONOMIC_GANGLIA,1.5946005277009347,FALSE,-0.583115107821256,-1.2125087972858648
KU-55933,TP53AIP1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.049612570143793985,broad,UPPER_AERODIGESTIVE_TRACT,1.0503651163396148,FALSE,3.16030809352756,0.6631401269528727
Lapatinib,FAM19A5,shared,NA,copy_number,0.4307317711144571,restricted,BONE,1.8443626685018502,FALSE,3.29442211665721,NA
NU7441,SRL,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.023378197950786262,broad,SALIVARY_GLAND,1.019433021045257,FALSE,0.879442334662709,-0.05418641676917238
FR-180204,MS4A3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.03922348188794076,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0394405372624556,FALSE,2.01273702176318,0.9436619873790585
Rucaparib,SRC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_phospho,0.042705727518808335,broad,LIVER,1.0464998584292557,FALSE,1.46556638723606,-0.4316327815776883
Cabozantinib,NDUFA11,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04336740522159814,broad,CERVIX,1.0402126959772813,FALSE,12.3406167087331,6.796786710024865
AKT inhibitor VIII,KDR,shared,NA,rppa_total,0.20034635896594694,restricted,SKIN,1.2609742549069989,FALSE,-0.215446582904653,-1.5051737470906124
TL-2-105,TGFBI,shared,NA,expression,0.2699705121333753,restricted,FIBROBLAST,1.2564772153709538,FALSE,7.75073371693296,7.9272170733242735
Tozasertib,ATP8A2,shared,NA,copy_number,0.17217972014228577,restricted,PROSTATE,1.213942823334077,FALSE,9.88010445576586,NA
Mitomycin-C,PRSS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05090273074354668,broad,PANCREAS,1.0495237782408813,FALSE,0.615459087892209,1.9772945327193854
Pelitinib,LOC100129935,tissue,LUNG,copy_number,0.04186664271276526,broad,UPPER_AERODIGESTIVE_TRACT,1.043058290096646,FALSE,1.70985545732213,2.476938143275056
Dasatinib,GYPA,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.043613065283782275,broad,SALIVARY_GLAND,1.0447935010210019,FALSE,12.1357938225475,NA
BX-912,LAMP5,shared,NA,expression,0.43630824425849757,restricted,AUTONOMIC_GANGLIA,1.7797017048707942,FALSE,6.47729232929053,2.1807207170561504
A-770041,APEX2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.02770737023267405,broad,BREAST,1.0236212246861383,FALSE,1.35636996105789,NA
BX-912,LOC100130987,shared,NA,copy_number,0.180369415816633,restricted,CERVIX,1.2173053444718303,FALSE,6.47729232929053,2.1807207170561504
Cisplatin,RASGEF1B,tissue,LUNG,copy_number,0.041946458615058975,broad,BILIARY_TRACT,1.0447323750490742,FALSE,3.44262341425372,2.4804187693642086
Bortezomib,LOC100506207,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.048843008473675155,broad,BILIARY_TRACT,1.0477721980545374,FALSE,4.5850689990372,NA
MG-132,SAMD9L,shared,NA,mutation,0.3276419867119805,restricted,FIBROBLAST,1.6016598663985313,FALSE,8.34316997182102,NA
Daporinad,CXCR4,shared,NA,expression,0.5648585835102246,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.3937238646427934,FALSE,6.52400670005628,-1.2535514619015373
BAY-61-3606,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,7.3647478997892,5.004838719563377
Lapatinib,LOC400654,tissue,LUNG,copy_number,0.028296741951789342,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0279054139842652,FALSE,3.29442211665721,NA
Erlotinib,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,-0.781158938332424,NA
WZ-1-84,APEX2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.02770737023267405,broad,BREAST,1.0236212246861383,FALSE,4.49883040875361,NA
T0901317,RASGEF1B,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.041946458615058975,broad,BILIARY_TRACT,1.0447323750490742,FALSE,3.0075627840646,3.8465782268231696
CP466722,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,8.03413194698878,8.12396608484664
XMD11-85h,SERPINA7,tissue,SKIN,copy_number,0.05693519125735375,broad,LIVER,1.0586175177289845,FALSE,2.8482841154626,-0.4773329818760728
JQ1,MAGEC3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.023308235173239628,broad,OESOPHAGUS,1.0214689328616533,FALSE,5.46241261450905,5.654357374408471
Erlotinib,FREM1,tissue,LUNG,copy_number,0.05588968432144874,broad,BONE,1.060880190352302,FALSE,-0.781158938332424,NA
Crizotinib,CH25H,shared,NA,copy_number,0.2855028618330138,restricted,SMALL_INTESTINE,1.4318844632281804,FALSE,10.9819142110902,NA
Amuvatinib,EGFR,shared,NA,rppa_total,0.19058247762170852,restricted,OESOPHAGUS,1.2238213873804953,FALSE,2.20215730926549,2.2159380161717346
BAY-61-3606,ARHGAP44,shared,NA,copy_number,0.2905822380850353,restricted,SMALL_INTESTINE,1.4174698834925057,FALSE,7.3647478997892,5.004838719563377
GSK690693,GPX4,tissue,LUNG,copy_number,0.0479878636765984,broad,CERVIX,1.051521170765133,FALSE,6.55177287801742,3.999511052249765
Genentech Cpd 10,PTGIS,shared,NA,copy_number,0.40911439342366107,restricted,FIBROBLAST,1.7019298899799622,FALSE,6.46009814011629,3.253673072872552
XMD15-27,PTPRO,shared,NA,copy_number,0.26126409911809817,restricted,AUTONOMIC_GANGLIA,1.3567088238875533,FALSE,1.90190307656748,-0.15373639838997294
Cabozantinib,SAFB2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.055167182576201367,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0597866269198706,FALSE,12.3406167087331,6.796786710024865
PF-562271,ADAMTS1,shared,NA,copy_number,0.42489708013254324,restricted,FIBROBLAST,1.5742547709374124,FALSE,0.686618425508999,0.6540750283686992
CCT007093,GLIS3,shared,NA,copy_number,0.3748454833546112,restricted,KIDNEY,1.7113047316455159,FALSE,0.224041645735934,0.8402486803033697
Methotrexate,MYO1G,shared,NA,expression,0.5049094236847496,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.0337632738886318,FALSE,12.9393709105441,3.136914217774742
AZ628,APEX2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.02770737023267405,broad,BREAST,1.0236212246861383,FALSE,6.20336319613551,NA
Docetaxel,WWTR1,shared,NA,rppa_total,0.23071783146072808,restricted,KIDNEY,1.244301476752153,FALSE,10.6254834568127,3.9673637371066817
OSI-027,SNX13,tissue,LUNG,copy_number,0.05681279295203666,broad,STOMACH,1.0599172847956495,FALSE,5.26125034064986,2.593394924003661
PHA-793887,VAV1,shared,NA,expression,0.5009647869064806,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.067183941272104,FALSE,11.7890247800736,6.748344394936162
Navitoclax,TCF7,shared,NA,copy_number,0.21745872979264377,restricted,LARGE_INTESTINE,1.2990402711444942,FALSE,7.33644040164538,6.441587042087721
AKT inhibitor VIII_repl_228,NDRG3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04821183217092712,broad,SALIVARY_GLAND,1.0520651526958786,FALSE,9.46019571945078,5.289939736041245
MPS-1-IN-1,FLJ33360,tissue,BONE,copy_number,0.04170602401486347,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0419939755963947,FALSE,17.2900384866657,0.4703138821449367
BX796,SRL,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.023378197950786262,broad,SALIVARY_GLAND,1.019433021045257,FALSE,6.28084625572421,3.065794564749317
NSC-87877,LINC00606,tissue,UPPER_AERODIGESTIVE_TRACT,copy_number,0.02455846125353291,broad,BILIARY_TRACT,1.0274382346880193,FALSE,0.580914098890886,0.2777590008768752
BX-912,BCL11A,shared,NA,expression,0.37882657166972566,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.7720331313725575,FALSE,6.47729232929053,2.1807207170561504
QL-XI-92,NDRG3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04821183217092712,broad,SALIVARY_GLAND,1.0520651526958786,FALSE,8.24017749411482,4.403407544065056
Enzastaurin,NDRG1,shared,NA,rppa_phospho,0.2237011055526069,restricted,KIDNEY,1.2832845352814652,FALSE,0.497024745000201,-0.15255853851686807
Crizotinib,ME3,shared,NA,copy_number,0.17242767788165303,restricted,PANCREAS,1.1799073318766475,FALSE,10.9819142110902,NA
Seliciclib,PDHX,shared,NA,copy_number,0.1860420280500787,restricted,SALIVARY_GLAND,1.2230446524606104,FALSE,5.2065508753192304,NA
Bicalutamide,NUP62CL,shared,NA,copy_number,0.3213804027634328,restricted,SALIVARY_GLAND,1.4458184060116475,FALSE,0.519341338077531,-0.6813531547585162
Olaparib_repl_1017,VPS37C,tissue,SKIN,copy_number,0.05113884258198805,broad,BREAST,1.0497760572002768,FALSE,1.471929310328,0.4257574536219095
T0901317,CASR,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.02256296394228877,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0239767379089244,FALSE,3.0075627840646,3.8465782268231696
Olaparib_repl_1017,KCNH5,tissue,SKIN,copy_number,0.029209185723323854,broad,CERVIX,1.0299031177496198,FALSE,1.471929310328,0.4257574536219095
Crizotinib,IFIT2,shared,NA,copy_number,0.29360261842314794,restricted,UPPER_AERODIGESTIVE_TRACT,1.4711946522000205,FALSE,10.9819142110902,NA
T0901317,CTNNB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.05605619611461893,broad,THYROID,1.0600318607541857,FALSE,3.0075627840646,3.8465782268231696
TAK-715,C3ORF79,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.037421967522769,broad,SMALL_INTESTINE,1.039942360409804,FALSE,4.54148345375526,4.020592305462024
Bicalutamide_repl_150,USH2A,tissue,BONE,copy_number,0.026205291214494,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0260437819056214,FALSE,2.88645358751291,-0.03272764746172984
Bicalutamide_repl_150,THEMIS,tissue,BONE,copy_number,0.029746270561131258,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.031391842896335,FALSE,2.88645358751291,-0.03272764746172984
Bicalutamide_repl_150,HECW1,tissue,BONE,copy_number,0.035930802231585644,broad,UPPER_AERODIGESTIVE_TRACT,1.034252153033092,FALSE,2.88645358751291,-0.03272764746172984
AKT inhibitor VIII,BCL2,shared,NA,rppa_total,0.2302717885965931,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.3225425120343186,FALSE,-0.215446582904653,-1.5051737470906124
Saracatinib,TUBA3FP,shared,NA,copy_number,0.24685950726238187,restricted,AUTONOMIC_GANGLIA,1.339117608210415,FALSE,5.23821665413157,NA
FTI-277,WWTR1,shared,NA,rppa_total,0.23071783146072808,restricted,KIDNEY,1.244301476752153,FALSE,1.69015639355149,2.3929471582349215
Ruxolitinib,B4GALNT3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03270612794780564,broad,SALIVARY_GLAND,1.0305588869176843,FALSE,7.885217994794,6.200604934556651
CUDC-101,WWTR1,shared,NA,rppa_total,0.23071783146072808,restricted,KIDNEY,1.244301476752153,FALSE,6.44876334418878,-0.24413613900540146
GSK269962A_repl_127,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,4.54228896223732,NA
Afatinib_repl_1377,SMAD3,shared,NA,copy_number,0.17379969628538017,restricted,PLEURA,1.1975000554482809,FALSE,8.76609450447551,2.693519744707862
Genentech Cpd 10,B4GALNT3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03270612794780564,broad,SALIVARY_GLAND,1.0305588869176843,FALSE,6.46009814011629,3.253673072872552
WZ-1-84,DSCAM,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05183608176037669,broad,UPPER_AERODIGESTIVE_TRACT,1.0528665802613046,FALSE,4.49883040875361,NA
FR-180204,SORCS3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03700099800399202,broad,SALIVARY_GLAND,1.0404664994985613,FALSE,2.01273702176318,0.9436619873790585
Afatinib_repl_1377,EGFR,shared,NA,rppa_phospho,0.19058247762170852,restricted,OESOPHAGUS,1.2238213873804953,TRUE,8.76609450447551,2.693519744707862
VNLG/124,FLG,shared,NA,mutation,0.41470804972658903,restricted,CERVIX,1.7296074753520738,FALSE,7.00431787899205,-2.6860561509812566
FR-180204,SLC17A6,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0377538067528771,broad,SOFT_TISSUE,1.0381315426273148,FALSE,2.01273702176318,0.9436619873790585
Erlotinib,LOC400654,tissue,LUNG,copy_number,0.028296741951789342,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0279054139842652,FALSE,-0.781158938332424,NA
Crizotinib,RELN,shared,NA,mutation,0.31109584288531794,restricted,FIBROBLAST,1.4844686597188936,FALSE,10.9819142110902,NA
PD0325901,ZNF717,tissue,SKIN,copy_number,0.03271997266722702,broad,AUTONOMIC_GANGLIA,1.025804742851197,FALSE,4.97995465677282,-4.246488908807473
TAK-715,NDRG3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04821183217092712,broad,SALIVARY_GLAND,1.0520651526958786,FALSE,4.54148345375526,4.020592305462024
MG-132,LOC344595,shared,NA,copy_number,0.22345532540378266,restricted,PLEURA,1.313793147179177,FALSE,8.34316997182102,NA
Lestauritinib,RAB25,shared,NA,rppa_total,0.4214821695290674,restricted,LARGE_INTESTINE,2.488185868639405,FALSE,6.10213528290296,6.18707375850848
Saracatinib,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,5.23821665413157,NA
I-BET-762,STEAP1B,shared,NA,copy_number,0.4793618199989671,restricted,SKIN,2.061667647429227,FALSE,12.0704989562838,5.863833451953782
Pazopanib,PREX1,shared,NA,rppa_total,0.3149928408613471,restricted,BONE,1.484607223712422,FALSE,0.966009808588394,2.224890009854432
STF-62247,DENND1C,shared,NA,copy_number,0.41934166338274315,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.734686650465626,FALSE,5.57558662881375,3.1723033778605103
Serdemetan,CDKN2B,shared,NA,copy_number,0.3097520255561454,restricted,CERVIX,1.464621419654788,FALSE,2.20549946521956,2.317970776248308
PHA-665752,LINC00340,shared,NA,copy_number,0.1767471455233607,restricted,AUTONOMIC_GANGLIA,1.2330460946725794,FALSE,1.75605024610335,NA
NPK76-II-72-1,SYTL2,shared,NA,expression,0.3070181960465139,restricted,KIDNEY,1.4431018255289463,FALSE,13.0317450370713,5.097386758422308
Fedratinib,CYP24A1,shared,NA,copy_number,0.5040491079267053,restricted,SMALL_INTESTINE,2.204964966354034,FALSE,9.37198847230775,4.086666663485729
BMS-754807,MRPL39,tissue,LARGE_INTESTINE,copy_number,0.057046386167157646,broad,SALIVARY_GLAND,1.0628775889759756,FALSE,0.710369447255811,0.11068771225984471
CP466722,SPATA2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04661809703260193,broad,LARGE_INTESTINE,1.0480868406596178,FALSE,8.03413194698878,8.12396608484664
AKT inhibitor VIII,HAS2,shared,NA,copy_number,0.5268592581677091,restricted,FIBROBLAST,2.30846211779344,FALSE,-0.215446582904653,-1.5051737470906124
EHT-1864,STK10,shared,NA,copy_number,0.17183943891038195,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1951563044110511,FALSE,-1.12387110925939,-0.8537244537049451
Bicalutamide_repl_150,MON2,tissue,BONE,copy_number,0.037048124295015056,broad,PROSTATE,1.040347502654441,FALSE,2.88645358751291,-0.03272764746172984
Selumetinib,SLC25A24,tissue,LARGE_INTESTINE,copy_number,0.042031879701942554,broad,BILIARY_TRACT,1.0391946021305665,FALSE,4.19706300779984,-1.2604039957126114
Afatinib_repl_1377,LINC00606,tissue,UPPER_AERODIGESTIVE_TRACT,copy_number,0.02455846125353291,broad,BILIARY_TRACT,1.0274382346880193,FALSE,8.76609450447551,2.693519744707862
Masitinib,PSME4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03436148571778665,broad,SALIVARY_GLAND,1.0350087679637088,FALSE,8.98586413600681,11.708921025948673
CI-1040,LYZ,shared,NA,expression,0.5506626838442888,restricted,LARGE_INTESTINE,2.278576620270908,FALSE,6.74349788988655,-7.657142851441467
GSK690693,GCN1L1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05606996427487525,broad,SMALL_INTESTINE,1.0544541273553696,FALSE,6.55177287801742,3.999511052249765
Refametinib_repl_1014,NXF3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.05456685507880005,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0530890319737563,FALSE,3.6131286010883,-9.800441545313724
MG-132,PCDHB13,shared,NA,mutation,0.2237114316179477,restricted,SALIVARY_GLAND,1.2913464393362466,FALSE,8.34316997182102,NA
THZ-2-49,CTNNB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LARGE_INTESTINE,rppa_total,0.05605619611461893,broad,THYROID,1.0600318607541857,FALSE,9.96462021963426,5.639373997444219
WZ-1-84,LOC100129935,tissue,LUNG,copy_number,0.04186664271276526,broad,UPPER_AERODIGESTIVE_TRACT,1.043058290096646,FALSE,4.49883040875361,NA
Daporinad,HCLS1,shared,NA,expression,0.5935378983552286,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.5517359856526993,FALSE,6.52400670005628,-1.2535514619015373
Lestauritinib,LOC100506776,shared,NA,copy_number,0.47256423903327904,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8976050374482298,FALSE,6.10213528290296,6.18707375850848
Tivozanib,C1ORF129,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.033501712590804325,broad,SMALL_INTESTINE,1.0353980351358336,FALSE,9.14882983237256,4.463319062709845
Saracatinib,LOC400654,tissue,LUNG,copy_number,0.028296741951789342,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0279054139842652,FALSE,5.23821665413157,NA
A-770041,PSME4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03436148571778665,broad,SALIVARY_GLAND,1.0350087679637088,FALSE,1.35636996105789,NA
TL-1-85,PLBD1,shared,NA,expression,0.3908457854581748,restricted,PANCREAS,1.844469026030709,FALSE,21.9586731708183,20.582537721998957
TAK-715,IRF2BPL,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.051622882272616355,broad,AUTONOMIC_GANGLIA,1.0416001640454324,FALSE,4.54148345375526,4.020592305462024
Nutlin-3a (-),GAB2,shared,NA,rppa_total,0.17977225204225863,restricted,AUTONOMIC_GANGLIA,1.230087821793168,FALSE,0.133448992567489,1.1225403690718692
