"feature_name","gene_symbol","feature_type"
"ADM5_mut.tr","ADM5","mutation"
"NRL_mut.tr","NRL","mutation"
"AMACR_mut.tr","AMACR","mutation"
"BAD_mut.tr","BAD","mutation"
"MEX3B_mut.tr","MEX3B","mutation"
"IL4R_mut.tr","IL4R","mutation"
"FBXL8_mut.tr","FBXL8","mutation"
"CRK_mut.tr","CRK","mutation"
"KLF2_mut.tr","KLF2","mutation"
"SPATA2_mut.tr","SPATA2","mutation"
"KCTD17_mut.tr","KCTD17","mutation"
"KCNE3_mut.tr","KCNE3","mutation"
"DXO_mut.tr","DXO","mutation"
"PSMG3_mut.tr","PSMG3","mutation"
"C9orf89_mut.tr","C9ORF89","mutation"
"CALHM3_mut.tr","CALHM3","mutation"
"ISG20_mut.tr","ISG20","mutation"
"POFUT1_mut.tr","POFUT1","mutation"
"THNSL1_mut.tr","THNSL1","mutation"
"NBPF24_mut.tr","NBPF24","mutation"
"TRNP1_mut.tr","TRNP1","mutation"
"WWTR1_mut.tr","WWTR1","mutation"
"PRR3_mut.tr","PRR3","mutation"
"SCT_mut.tr","SCT","mutation"
"SHMT1_mut.tr","SHMT1","mutation"
"UAP1L1_mut.tr","UAP1L1","mutation"
"TMED9_mut.tr","TMED9","mutation"
"HSPA14_mut.tr","HSPA14","mutation"
"NHLRC3_mut.tr","NHLRC3","mutation"
"UBALD2_mut.tr","UBALD2","mutation"
"EID2_mut.tr","EID2","mutation"
"TADA2B_mut.tr","TADA2B","mutation"
"ZSCAN12_mut.tr","ZSCAN12","mutation"
"ZNF891_mut.tr","ZNF891","mutation"
"TEFM_mut.tr","TEFM","mutation"
"RPL29_mut.tr","RPL29","mutation"
"TMEM9_mut.tr","TMEM9","mutation"
"CYBA_mut.tr","CYBA","mutation"
"MAFG_mut.tr","MAFG","mutation"
"PRICKLE3_mut.tr","PRICKLE3","mutation"
"ZNF843_mut.tr","ZNF843","mutation"
"ZNF330_mut.tr","ZNF330","mutation"
"FAM27E3_mut.tr","FAM27E3","mutation"
"MSMO1_mut.tr","MSMO1","mutation"
"ZNF503_mut.tr","ZNF503","mutation"
"RAC2_mut.tr","RAC2","mutation"
"CLIC6_mut.tr","CLIC6","mutation"
"CYHR1_mut.tr","CYHR1","mutation"
"SEPP1_mut.tr","SEPP1","mutation"
"ACADS_mut.tr","ACADS","mutation"
"GNG5_mut.tr","GNG5","mutation"
"AC138969.4_mut.tr","AC138969.4","mutation"
"NBL1_mut.tr","NBL1","mutation"
"DDT_mut.tr","DDT","mutation"
"C12orf52_mut.tr","C12ORF52","mutation"
"MORN2_mut.tr","MORN2","mutation"
"VMAC_mut.tr","VMAC","mutation"
"MOAP1_mut.tr","MOAP1","mutation"
"LRRC8D_mut.tr","LRRC8D","mutation"
"TMEM160_mut.tr","TMEM160","mutation"
"SLC52A2_mut.tr","SLC52A2","mutation"
"FAM21B_mut.tr","FAM21B","mutation"
"ADIRF_mut.tr","ADIRF","mutation"
"XYLT2_mut.tr","XYLT2","mutation"
"BEND7_mut.tr","BEND7","mutation"
"PTHLH_mut.tr","PTHLH","mutation"
"ITPK1_mut.tr","ITPK1","mutation"
"GSKIP_mut.tr","GSKIP","mutation"
"ATP6V1E1_mut.tr","ATP6V1E1","mutation"
"CYorf17_mut.tr","CYORF17","mutation"
"ZNF239_mut.tr","ZNF239","mutation"
"LIN28B_mut.tr","LIN28B","mutation"
"C1QBP_mut.tr","C1QBP","mutation"
"CRY2_mut.tr","CRY2","mutation"
"C11orf80_mut.tr","C11ORF80","mutation"
"C3orf17_mut.tr","C3ORF17","mutation"
"RPL22_mut.tr","RPL22","mutation"
"NUDT14_mut.tr","NUDT14","mutation"
"PTP4A2_mut.tr","PTP4A2","mutation"
"LPAR5_mut.tr","LPAR5","mutation"
"AC087645.1_mut.tr","AC087645.1","mutation"
"NXT1_mut.tr","NXT1","mutation"
"RBM12_mut.tr","RBM12","mutation"
"MAPK11_mut.tr","MAPK11","mutation"
"PSMC5_mut.tr","PSMC5","mutation"
"TMA16_mut.tr","TMA16","mutation"
"NUFIP2_mut.tr","NUFIP2","mutation"
"FAM86B1_mut.tr","FAM86B1","mutation"
"SORD_mut.tr","SORD","mutation"
"KLHDC9_mut.tr","KLHDC9","mutation"
"MRPL33_mut.tr","MRPL33","mutation"
"HEBP2_mut.tr","HEBP2","mutation"
"MAGEA3_mut.tr","MAGEA3","mutation"
"UBE2L6_mut.tr","UBE2L6","mutation"
"POMK_mut.tr","POMK","mutation"
"CBFA2T3_mut.tr","CBFA2T3","mutation"
"CEBPA_mut.tr","CEBPA","mutation"
"C1orf143_mut.tr","C1ORF143","mutation"
"SMIM11_mut.tr","SMIM11","mutation"
"LEAP2_mut.tr","LEAP2","mutation"
"SULT1A3_mut.tr","SULT1A3","mutation"
"NPIPB4_mut.tr","NPIPB4","mutation"
"PUS1_mut.tr","PUS1","mutation"
"C15orf61_mut.tr","C15ORF61","mutation"
"MAGEA11_mut.tr","MAGEA11","mutation"
"THAP1_mut.tr","THAP1","mutation"
"GPRASP2_mut.tr","GPRASP2","mutation"
"FAM229A_mut.tr","FAM229A","mutation"
"HIST1H3D_mut.tr","HIST1H3D","mutation"
"B3GALNT2_mut.tr","B3GALNT2","mutation"
"FAM127B_mut.tr","FAM127B","mutation"
"ING2_mut.tr","ING2","mutation"
"PPT2_mut.tr","PPT2","mutation"
"MIEN1_mut.tr","MIEN1","mutation"
"SETD8_mut.tr","SETD8","mutation"
"SNRNP35_mut.tr","SNRNP35","mutation"
"TCEB2_mut.tr","TCEB2","mutation"
"C19orf68_mut.tr","C19ORF68","mutation"
"RP11-706O15.1_mut.tr","RP11-706O15.1","mutation"
"RALY_mut.tr","RALY","mutation"
"YY2_mut.tr","YY2","mutation"
"MAGEA6_mut.tr","MAGEA6","mutation"
"ZNF593_mut.tr","ZNF593","mutation"
"TARBP2_mut.tr","TARBP2","mutation"
"SELT_mut.tr","SELT","mutation"
"ERICH1_mut.tr","ERICH1","mutation"
"KIAA0125_mut.tr","KIAA0125","mutation"
"AURKAIP1_mut.tr","AURKAIP1","mutation"
"ZBED3_mut.tr","ZBED3","mutation"
"STMN3_mut.tr","STMN3","mutation"
"TIMM23_mut.tr","TIMM23","mutation"
"GPS1_mut.tr","GPS1","mutation"
"RPS7_mut.tr","RPS7","mutation"
"NTMT1_mut.tr","NTMT1","mutation"
"LZTS3_mut.tr","LZTS3","mutation"
"RPA2_mut.tr","RPA2","mutation"
"C21orf2_mut.tr","C21ORF2","mutation"
"NAT14_mut.tr","NAT14","mutation"
"ANXA2R_mut.tr","ANXA2R","mutation"
"TMEM129_mut.tr","TMEM129","mutation"
"ALDH4A1_mut.tr","ALDH4A1","mutation"
"RPRML_mut.tr","RPRML","mutation"
"C12orf29_mut.tr","C12ORF29","mutation"
"YJEFN3_mut.tr","YJEFN3","mutation"
"C1orf109_mut.tr","C1ORF109","mutation"
"C17orf96_mut.tr","C17ORF96","mutation"
"MSX1_mut.tr","MSX1","mutation"
"CEBPD_mut.tr","CEBPD","mutation"
"C8orf44_mut.tr","C8ORF44","mutation"
"MCL1_mut.tr","MCL1","mutation"
"ASPSCR1_mut.tr","ASPSCR1","mutation"
"SPHK1_mut.tr","SPHK1","mutation"
"YBEY_mut.tr","YBEY","mutation"
"HIST2H2BF_mut.tr","HIST2H2BF","mutation"
"ARL17A_mut.tr","ARL17A","mutation"
"NPIPA1_mut.tr","NPIPA1","mutation"
"C18orf32_mut.tr","C18ORF32","mutation"
"YIPF1_mut.tr","YIPF1","mutation"
"RP11-126K1.2_mut.tr","RP11-126K1.2","mutation"
"UNC119_mut.tr","UNC119","mutation"
"MXD3_mut.tr","MXD3","mutation"
"TMEM230_mut.tr","TMEM230","mutation"
"MAGEA2B_mut.tr","MAGEA2B","mutation"
"POLR2J_mut.tr","POLR2J","mutation"
"AL161915.1_mut.tr","AL161915.1","mutation"
"SLC26A1_mut.tr","SLC26A1","mutation"
"FAM203A_mut.tr","FAM203A","mutation"
"LRRC29_mut.tr","LRRC29","mutation"
"NT5C2_mut.tr","NT5C2","mutation"
"RHOG_mut.tr","RHOG","mutation"
"GOLGA8O_mut.tr","GOLGA8O","mutation"
"ORMDL2_mut.tr","ORMDL2","mutation"
"ODF3B_mut.tr","ODF3B","mutation"
"TMEM25_mut.tr","TMEM25","mutation"
"FGR_mut.tr","FGR","mutation"
"ARHGEF35_mut.tr","ARHGEF35","mutation"
"RNF223_mut.tr","RNF223","mutation"
"TSPYL4_mut.tr","TSPYL4","mutation"
"ZNF691_mut.tr","ZNF691","mutation"
"C1orf52_mut.tr","C1ORF52","mutation"
"SMIM15_mut.tr","SMIM15","mutation"
"LTB4R_mut.tr","LTB4R","mutation"
"RABL5_mut.tr","RABL5","mutation"
"HSF1_mut.tr","HSF1","mutation"
"LCN8_mut.tr","LCN8","mutation"
"NUDT8_mut.tr","NUDT8","mutation"
"C12orf79_mut.tr","C12ORF79","mutation"
"FIZ1_mut.tr","FIZ1","mutation"
"ZNF865_mut.tr","ZNF865","mutation"
"ZNF837_mut.tr","ZNF837","mutation"
"MAGOH_mut.tr","MAGOH","mutation"
"ZNF813_mut.tr","ZNF813","mutation"
"HARBI1_mut.tr","HARBI1","mutation"
"HEBP1_mut.tr","HEBP1","mutation"
"TRIM73_mut.tr","TRIM73","mutation"
"HSF2BP_mut.tr","HSF2BP","mutation"
"AC069547.1_mut.tr","AC069547.1","mutation"
"SUSD4_mut.tr","SUSD4","mutation"
"PDCL_mut.tr","PDCL","mutation"
"PIAS1_mut.tr","PIAS1","mutation"
"BGN_mut.tr","BGN","mutation"
"FAM25G_mut.tr","FAM25G","mutation"
"B3GNT2_mut.tr","B3GNT2","mutation"
"DNTTIP2_mut.tr","DNTTIP2","mutation"
"CHRNA5_mut.tr","CHRNA5","mutation"
"RPL32_mut.tr","RPL32","mutation"
"U2AF1L4_mut.tr","U2AF1L4","mutation"
"FABP3_mut.tr","FABP3","mutation"
"FAM72A_mut.tr","FAM72A","mutation"
"PHF15_mut.tr","PHF15","mutation"
"PAQR7_mut.tr","PAQR7","mutation"
"GPER1_mut.tr","GPER1","mutation"
"SF3B4_mut.tr","SF3B4","mutation"
"POLE4_mut.tr","POLE4","mutation"
"TBCA_mut.tr","TBCA","mutation"
"HSPB1_mut.tr","HSPB1","mutation"
"EIF4EBP1_mut.tr","EIF4EBP1","mutation"
"BX088651.1_mut.tr","BX088651.1","mutation"
"FBXO34_mut.tr","FBXO34","mutation"
"C15orf38_mut.tr","C15ORF38","mutation"
"TERF2IP_mut.tr","TERF2IP","mutation"
"ZNF524_mut.tr","ZNF524","mutation"
"SLC27A5_mut.tr","SLC27A5","mutation"
"GAS2L1_mut.tr","GAS2L1","mutation"
"CITED1_mut.tr","CITED1","mutation"
"ELOF1_mut.tr","ELOF1","mutation"
"MPND_mut.tr","MPND","mutation"
"ARPC5L_mut.tr","ARPC5L","mutation"
"TMEM30B_mut.tr","TMEM30B","mutation"
"GOLGA6L10_mut.tr","GOLGA6L10","mutation"
"GOLGA6L9_mut.tr","GOLGA6L9","mutation"
"MED18_mut.tr","MED18","mutation"
"BTF3_mut.tr","BTF3","mutation"
"THNSL2_mut.tr","THNSL2","mutation"
"SH3BGRL3_mut.tr","SH3BGRL3","mutation"
"RPL36AL_mut.tr","RPL36AL","mutation"
"SCAND1_mut.tr","SCAND1","mutation"
"CHRAC1_mut.tr","CHRAC1","mutation"
"TRIAP1_mut.tr","TRIAP1","mutation"
"UPK3B_mut.tr","UPK3B","mutation"
"FOXP4_mut.tr","FOXP4","mutation"
"COMMD5_mut.tr","COMMD5","mutation"
"KCTD1_mut.tr","KCTD1","mutation"
"ZNF391_mut.tr","ZNF391","mutation"
"CDK2AP2_mut.tr","CDK2AP2","mutation"
"RP11-139J15.7_mut.tr","RP11-139J15.7","mutation"
"METTL4_mut.tr","METTL4","mutation"
"GOLGA8R_mut.tr","GOLGA8R","mutation"
"TAF12_mut.tr","TAF12","mutation"
"RPL7L1_mut.tr","RPL7L1","mutation"
"LAPTM4A_mut.tr","LAPTM4A","mutation"
"ANAPC15_mut.tr","ANAPC15","mutation"
"S100A2_mut.tr","S100A2","mutation"
"SH3D19_mut.tr","SH3D19","mutation"
"TUBA1B_mut.tr","TUBA1B","mutation"
"TCOF1_mut.tr","TCOF1","mutation"
"PPP3R1_mut.tr","PPP3R1","mutation"
"WLS_mut.tr","WLS","mutation"
"TLR7_mut.tr","TLR7","mutation"
"PATZ1_mut.tr","PATZ1","mutation"
"PCP4L1_mut.tr","PCP4L1","mutation"
"SBK2_mut.tr","SBK2","mutation"
"RRM2_mut.tr","RRM2","mutation"
"SUFU_mut.tr","SUFU","mutation"
"GPR52_mut.tr","GPR52","mutation"
"KIF3C_mut.tr","KIF3C","mutation"
"ZNF654_mut.tr","ZNF654","mutation"
"COL8A1_mut.tr","COL8A1","mutation"
"TMEM165_mut.tr","TMEM165","mutation"
"SREK1IP1_mut.tr","SREK1IP1","mutation"
"HNRNPA0_mut.tr","HNRNPA0","mutation"
"HIST1H1A_mut.tr","HIST1H1A","mutation"
"SH3BGRL2_mut.tr","SH3BGRL2","mutation"
"OR9A4_mut.tr","OR9A4","mutation"
"XRCC2_mut.tr","XRCC2","mutation"
"PDE7A_mut.tr","PDE7A","mutation"
"GOLGA7B_mut.tr","GOLGA7B","mutation"
"C10orf120_mut.tr","C10ORF120","mutation"
"HMX2_mut.tr","HMX2","mutation"
"ARL14EP_mut.tr","ARL14EP","mutation"
"B3GNT1_mut.tr","B3GNT1","mutation"
"METTL7A_mut.tr","METTL7A","mutation"
"METTL21B_mut.tr","METTL21B","mutation"
"SRSF9_mut.tr","SRSF9","mutation"
"MRPL28_mut.tr","MRPL28","mutation"
"TNFRSF11A_mut.tr","TNFRSF11A","mutation"
"GMIP_mut.tr","GMIP","mutation"
"PRR19_mut.tr","PRR19","mutation"
"FBXO46_mut.tr","FBXO46","mutation"
"ZMYND8_mut.tr","ZMYND8","mutation"
"NDUFS8_mut.tr","NDUFS8","mutation"
"PRSS8_mut.tr","PRSS8","mutation"
"OR9G1_mut.tr","OR9G1","mutation"
"TSPAN6_mut.tr","TSPAN6","mutation"
"DHX32_mut.tr","DHX32","mutation"
"BCL2L2_mut.tr","BCL2L2","mutation"
"PHB_mut.tr","PHB","mutation"
"UQCR11_mut.tr","UQCR11","mutation"
"OR13D1_mut.tr","OR13D1","mutation"
"ZSCAN16_mut.tr","ZSCAN16","mutation"
"HIST1H2BK_mut.tr","HIST1H2BK","mutation"
"HMX3_mut.tr","HMX3","mutation"
"TSKU_mut.tr","TSKU","mutation"
"OR4K15_mut.tr","OR4K15","mutation"
"TOB1_mut.tr","TOB1","mutation"
"UGT1A3_mut.tr","UGT1A3","mutation"
"CCNA2_mut.tr","CCNA2","mutation"
"ZNF322_mut.tr","ZNF322","mutation"
"KCTD11_mut.tr","KCTD11","mutation"
"NT5M_mut.tr","NT5M","mutation"
"KRTAP17-1_mut.tr","KRTAP17-1","mutation"
"DNAJC7_mut.tr","DNAJC7","mutation"
"UTS2R_mut.tr","UTS2R","mutation"
"SPACA4_mut.tr","SPACA4","mutation"
"FGF21_mut.tr","FGF21","mutation"
"RNASEH2B_mut.tr","RNASEH2B","mutation"
"ADCYAP1_mut.tr","ADCYAP1","mutation"
"TUBB6_mut.tr","TUBB6","mutation"
"ASCL3_mut.tr","ASCL3","mutation"
"ZNF705G_mut.tr","ZNF705G","mutation"
"SLC27A2_mut.tr","SLC27A2","mutation"
"C4orf45_mut.tr","C4ORF45","mutation"
"C2orf88_mut.tr","C2ORF88","mutation"
"AUNIP_mut.tr","AUNIP","mutation"
"OR51F1_mut.tr","OR51F1","mutation"
"OR51L1_mut.tr","OR51L1","mutation"
"BTBD2_mut.tr","BTBD2","mutation"
"OR2G3_mut.tr","OR2G3","mutation"
"C2orf57_mut.tr","C2ORF57","mutation"
"ZNF35_mut.tr","ZNF35","mutation"
"CLRN1_mut.tr","CLRN1","mutation"
"UFSP1_mut.tr","UFSP1","mutation"
"OR52D1_mut.tr","OR52D1","mutation"
"OR52B2_mut.tr","OR52B2","mutation"
"DDIT3_mut.tr","DDIT3","mutation"
"RPS27L_mut.tr","RPS27L","mutation"
"TNFRSF12A_mut.tr","TNFRSF12A","mutation"
"FA2H_mut.tr","FA2H","mutation"
"ZBTB4_mut.tr","ZBTB4","mutation"
"C19orf70_mut.tr","C19ORF70","mutation"
"GGT2_mut.tr","GGT2","mutation"
"TRMT61B_mut.tr","TRMT61B","mutation"
"SPRY4_mut.tr","SPRY4","mutation"
"NKD1_mut.tr","NKD1","mutation"
"ARMC7_mut.tr","ARMC7","mutation"
"TMEM105_mut.tr","TMEM105","mutation"
"QPCTL_mut.tr","QPCTL","mutation"
"CCDC160_mut.tr","CCDC160","mutation"
"TMEM51_mut.tr","TMEM51","mutation"
"BATF3_mut.tr","BATF3","mutation"
"POTEI_mut.tr","POTEI","mutation"
"CCNC_mut.tr","CCNC","mutation"
"NUDT18_mut.tr","NUDT18","mutation"
"RAB11FIP1_mut.tr","RAB11FIP1","mutation"
"ANKRD20A1_mut.tr","ANKRD20A1","mutation"
"RIC3_mut.tr","RIC3","mutation"
"MRGPRF_mut.tr","MRGPRF","mutation"
"OR4K5_mut.tr","OR4K5","mutation"
"SPTSSA_mut.tr","SPTSSA","mutation"
"OVCA2_mut.tr","OVCA2","mutation"
"CD300LG_mut.tr","CD300LG","mutation"
"ZNF506_mut.tr","ZNF506","mutation"
"CEBPG_mut.tr","CEBPG","mutation"
"ACR_mut.tr","ACR","mutation"
"PSMD10_mut.tr","PSMD10","mutation"
"C7orf66_mut.tr","C7ORF66","mutation"
"AVPR2_mut.tr","AVPR2","mutation"
"GJB7_mut.tr","GJB7","mutation"
"VN1R2_mut.tr","VN1R2","mutation"
"EHD2_mut.tr","EHD2","mutation"
"HES1_mut.tr","HES1","mutation"
"BNIP1_mut.tr","BNIP1","mutation"
"ANKRD20A2_mut.tr","ANKRD20A2","mutation"
"DHCR7_mut.tr","DHCR7","mutation"
"BMP4_mut.tr","BMP4","mutation"
"BTBD17_mut.tr","BTBD17","mutation"
"OR7E24_mut.tr","OR7E24","mutation"
"IL9_mut.tr","IL9","mutation"
"RNF151_mut.tr","RNF151","mutation"
"SPSB1_mut.tr","SPSB1","mutation"
"CREB3L4_mut.tr","CREB3L4","mutation"
"CDC42EP3_mut.tr","CDC42EP3","mutation"
"POU3F3_mut.tr","POU3F3","mutation"
"KLHL41_mut.tr","KLHL41","mutation"
"KCNE4_mut.tr","KCNE4","mutation"
"PSMD6_mut.tr","PSMD6","mutation"
"LEPROTL1_mut.tr","LEPROTL1","mutation"
"BRF2_mut.tr","BRF2","mutation"
"FAM219A_mut.tr","FAM219A","mutation"
"C9orf139_mut.tr","C9ORF139","mutation"
"KRTAP5-3_mut.tr","KRTAP5-3","mutation"
"TMEM41B_mut.tr","TMEM41B","mutation"
"MRGPRX2_mut.tr","MRGPRX2","mutation"
"ALX4_mut.tr","ALX4","mutation"
"OR5M8_mut.tr","OR5M8","mutation"
"PPP1R14B_mut.tr","PPP1R14B","mutation"
"KCNA6_mut.tr","KCNA6","mutation"
"TAS2R50_mut.tr","TAS2R50","mutation"
"ZNF385A_mut.tr","ZNF385A","mutation"
"DCD_mut.tr","DCD","mutation"
"ZC3H10_mut.tr","ZC3H10","mutation"
"TSC22D1_mut.tr","TSC22D1","mutation"
"INSM2_mut.tr","INSM2","mutation"
"MGAT2_mut.tr","MGAT2","mutation"
"NAGPA_mut.tr","NAGPA","mutation"
"PRRT2_mut.tr","PRRT2","mutation"
"ELMO3_mut.tr","ELMO3","mutation"
"HP_mut.tr","HP","mutation"
"ATMIN_mut.tr","ATMIN","mutation"
"C16orf74_mut.tr","C16ORF74","mutation"
"SLC35G3_mut.tr","SLC35G3","mutation"
"SLFN12_mut.tr","SLFN12","mutation"
"PPP1R1B_mut.tr","PPP1R1B","mutation"
"LSM12_mut.tr","LSM12","mutation"
"ABI3_mut.tr","ABI3","mutation"
"NXPH3_mut.tr","NXPH3","mutation"
"ZNF614_mut.tr","ZNF614","mutation"
"PI3_mut.tr","PI3","mutation"
"MATN4_mut.tr","MATN4","mutation"
"ARAF_mut.tr","ARAF","mutation"
"USP51_mut.tr","USP51","mutation"
"C1orf172_mut.tr","C1ORF172","mutation"
"RAB42_mut.tr","RAB42","mutation"
"C1orf21_mut.tr","C1ORF21","mutation"
"EMX1_mut.tr","EMX1","mutation"
"MAL_mut.tr","MAL","mutation"
"NR2C2_mut.tr","NR2C2","mutation"
"RBM15B_mut.tr","RBM15B","mutation"
"MUC13_mut.tr","MUC13","mutation"
"ATOH1_mut.tr","ATOH1","mutation"
"EIF4EBP3_mut.tr","EIF4EBP3","mutation"
"PCDHB13_mut.tr","PCDHB13","mutation"
"C7orf49_mut.tr","C7ORF49","mutation"
"TMEM252_mut.tr","TMEM252","mutation"
"OR2K2_mut.tr","OR2K2","mutation"
"GLUD1_mut.tr","GLUD1","mutation"
"UBTD1_mut.tr","UBTD1","mutation"
"KCTD21_mut.tr","KCTD21","mutation"
"OR9K2_mut.tr","OR9K2","mutation"
"IKBIP_mut.tr","IKBIP","mutation"
"CDX2_mut.tr","CDX2","mutation"
"SLC25A15_mut.tr","SLC25A15","mutation"
"CARKD_mut.tr","CARKD","mutation"
"SLC46A1_mut.tr","SLC46A1","mutation"
"CSF3_mut.tr","CSF3","mutation"
"CCR10_mut.tr","CCR10","mutation"
"RAB40B_mut.tr","RAB40B","mutation"
"C18orf54_mut.tr","C18ORF54","mutation"
"GGN_mut.tr","GGN","mutation"
"LRFN1_mut.tr","LRFN1","mutation"
"C5AR1_mut.tr","C5AR1","mutation"
"LIM2_mut.tr","LIM2","mutation"
"MRPL40_mut.tr","MRPL40","mutation"
"CRYBB3_mut.tr","CRYBB3","mutation"
"DNAJB7_mut.tr","DNAJB7","mutation"
"IQSEC2_mut.tr","IQSEC2","mutation"
"FOXO4_mut.tr","FOXO4","mutation"
"HNRNPH2_mut.tr","HNRNPH2","mutation"
"C1GALT1C1_mut.tr","C1GALT1C1","mutation"
"POTEJ_mut.tr","POTEJ","mutation"
"PYGO2_mut.tr","PYGO2","mutation"
"GOLT1A_mut.tr","GOLT1A","mutation"
"MRPL35_mut.tr","MRPL35","mutation"
"CHRNA1_mut.tr","CHRNA1","mutation"
"UGT1A5_mut.tr","UGT1A5","mutation"
"KLHDC8B_mut.tr","KLHDC8B","mutation"
"DVL3_mut.tr","DVL3","mutation"
"MB21D2_mut.tr","MB21D2","mutation"
"DEFB131_mut.tr","DEFB131","mutation"
"RRH_mut.tr","RRH","mutation"
"FTMT_mut.tr","FTMT","mutation"
"CSNK1G3_mut.tr","CSNK1G3","mutation"
"COX19_mut.tr","COX19","mutation"
"AP1S1_mut.tr","AP1S1","mutation"
"GIMAP5_mut.tr","GIMAP5","mutation"
"DEFB106A_mut.tr","DEFB106A","mutation"
"EQTN_mut.tr","EQTN","mutation"
"TMEM72_mut.tr","TMEM72","mutation"
"EGR2_mut.tr","EGR2","mutation"
"ADRA2A_mut.tr","ADRA2A","mutation"
"OR4X1_mut.tr","OR4X1","mutation"
"OR4D10_mut.tr","OR4D10","mutation"
"OR6C75_mut.tr","OR6C75","mutation"
"MVK_mut.tr","MVK","mutation"
"TUBB4A_mut.tr","TUBB4A","mutation"
"LRP3_mut.tr","LRP3","mutation"
"BCAT2_mut.tr","BCAT2","mutation"
"SLPI_mut.tr","SLPI","mutation"
"TIMP1_mut.tr","TIMP1","mutation"
"PTH_mut.tr","PTH","mutation"
"GPR3_mut.tr","GPR3","mutation"
"ZNF687_mut.tr","ZNF687","mutation"
"S100A7L2_mut.tr","S100A7L2","mutation"
"OR6K6_mut.tr","OR6K6","mutation"
"GPR37L1_mut.tr","GPR37L1","mutation"
"OR2T1_mut.tr","OR2T1","mutation"
"HS1BP3_mut.tr","HS1BP3","mutation"
"SPDYA_mut.tr","SPDYA","mutation"
"RGPD8_mut.tr","RGPD8","mutation"
"TTC30A_mut.tr","TTC30A","mutation"
"CFLAR_mut.tr","CFLAR","mutation"
"UGT1A6_mut.tr","UGT1A6","mutation"
"OR6B2_mut.tr","OR6B2","mutation"
"C2orf54_mut.tr","C2ORF54","mutation"
"SLC25A38_mut.tr","SLC25A38","mutation"
"ABTB1_mut.tr","ABTB1","mutation"
"C4orf3_mut.tr","C4ORF3","mutation"
"PCYOX1L_mut.tr","PCYOX1L","mutation"
"SLC36A2_mut.tr","SLC36A2","mutation"
"CNOT6_mut.tr","CNOT6","mutation"
"ACN9_mut.tr","ACN9","mutation"
"OCM2_mut.tr","OCM2","mutation"
"DOK2_mut.tr","DOK2","mutation"
"GDAP1_mut.tr","GDAP1","mutation"
"AARD_mut.tr","AARD","mutation"
"IKZF5_mut.tr","IKZF5","mutation"
"RTN4RL2_mut.tr","RTN4RL2","mutation"
"OR4D9_mut.tr","OR4D9","mutation"
"NANOG_mut.tr","NANOG","mutation"
"H3F3C_mut.tr","H3F3C","mutation"
"LLPH_mut.tr","LLPH","mutation"
"TDG_mut.tr","TDG","mutation"
"SLC35F4_mut.tr","SLC35F4","mutation"
"VTI1B_mut.tr","VTI1B","mutation"
"ZNF410_mut.tr","ZNF410","mutation"
"GOLGA8G_mut.tr","GOLGA8G","mutation"
"GJD2_mut.tr","GJD2","mutation"
"RSPRY1_mut.tr","RSPRY1","mutation"
"CA7_mut.tr","CA7","mutation"
"MAPT_mut.tr","MAPT","mutation"
"ODF3L2_mut.tr","ODF3L2","mutation"
"ICAM4_mut.tr","ICAM4","mutation"
"OR7C2_mut.tr","OR7C2","mutation"
"C19orf54_mut.tr","C19ORF54","mutation"
"ZNF233_mut.tr","ZNF233","mutation"
"CACNG6_mut.tr","CACNG6","mutation"
"ZNF776_mut.tr","ZNF776","mutation"
"POFUT2_mut.tr","POFUT2","mutation"
"GTPBP1_mut.tr","GTPBP1","mutation"
"CBX6_mut.tr","CBX6","mutation"
"NUP50_mut.tr","NUP50","mutation"
"ZRSR2_mut.tr","ZRSR2","mutation"
"FAM127C_mut.tr","FAM127C","mutation"
"TNFRSF4_mut.tr","TNFRSF4","mutation"
"ECHDC2_mut.tr","ECHDC2","mutation"
"SPHAR_mut.tr","SPHAR","mutation"
"GPAT2_mut.tr","GPAT2","mutation"
"RQCD1_mut.tr","RQCD1","mutation"
"MTERFD2_mut.tr","MTERFD2","mutation"
"KCTD6_mut.tr","KCTD6","mutation"
"MED28_mut.tr","MED28","mutation"
"MOCS2_mut.tr","MOCS2","mutation"
"KIAA1191_mut.tr","KIAA1191","mutation"
"RSPH10B_mut.tr","RSPH10B","mutation"
"ZBTB5_mut.tr","ZBTB5","mutation"
"OR8H2_mut.tr","OR8H2","mutation"
"GDF11_mut.tr","GDF11","mutation"
"FOXO1_mut.tr","FOXO1","mutation"
"KBTBD6_mut.tr","KBTBD6","mutation"
"ACOT1_mut.tr","ACOT1","mutation"
"MED26_mut.tr","MED26","mutation"
"ZNF575_mut.tr","ZNF575","mutation"
"ZNF787_mut.tr","ZNF787","mutation"
"POLR2F_mut.tr","POLR2F","mutation"
"TRMU_mut.tr","TRMU","mutation"
"SKP1_mut.tr","SKP1","mutation"
"H6PD_mut.tr","H6PD","mutation"
"HTR1B_mut.tr","HTR1B","mutation"
"OR10A2_mut.tr","OR10A2","mutation"
"PXMP4_mut.tr","PXMP4","mutation"
"RAX2_mut.tr","RAX2","mutation"
"MARCH9_mut.tr","MARCH9","mutation"
"MUC1_mut.tr","MUC1","mutation"
"C18orf56_mut.tr","C18ORF56","mutation"
"PRLHR_mut.tr","PRLHR","mutation"
"CLEC18A_mut.tr","CLEC18A","mutation"
"ZNF594_mut.tr","ZNF594","mutation"
"BOK_mut.tr","BOK","mutation"
