"drug","method","selection","gene_symbol","coef_value","coef_sign","is_og","is_tsg","is_fusion","role","primary_pathway"
"ZSTK474","EN","freq50","RB1",0.00288048493805057,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"ZSTK474","EN","freq50","SRC",0.000954137174827388,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"ZSTK474","EN","freq50","TET2",-0.0134481548235176,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"AS605240","DSEN","freq50","AKT1",0.00109169633848514,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"AS605240","EN","freq50","AKT1",0.00173428426653934,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"AS605240","EN","freq50","BRAF",-0.0165299931897291,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"AS605240","EN","freq50","NRAS",-0.0246138120448298,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"AS605240","EN","freq50","PIK3R1",-0.00140834328110866,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"AS605240","EN","freq50","TP53",0.00908308543698499,"positive",1,1,1,"OG;TSG;fusion","PI3K/MTOR signaling"
"Genentech Cpd 10","DSEN","freq50","NFATC2",0.000592776719757232,"positive",1,0,1,"OG;fusion","Mitosis"
"Genentech Cpd 10","DSEN","freq50","SALL4",0.000956767108256766,"positive",1,0,0,"OG","Mitosis"
"Genentech Cpd 10","EN","freq50","BCL2",-0.00111221195457185,"negative",1,0,1,"OG;fusion","Mitosis"
"Genentech Cpd 10","EN","freq50","CDH1",0.000510985179740428,"positive",0,1,0,"TSG","Mitosis"
"Genentech Cpd 10","EN","freq50","CHEK2",-0.00141411603717139,"negative",0,1,0,"TSG","Mitosis"
"Genentech Cpd 10","EN","freq50","CTNNB1",0.00139629254016326,"positive",1,0,1,"OG;fusion","Mitosis"
"Genentech Cpd 10","EN","freq50","ERBB3",-0.0013635743802047,"negative",1,0,0,"OG","Mitosis"
"Genentech Cpd 10","EN","freq50","KDM5C",-0.0103098610460832,"negative",0,1,0,"TSG","Mitosis"
"Genentech Cpd 10","EN","freq50","MAP2K1",0.00078690316914086,"positive",1,0,0,"OG","Mitosis"
"Genentech Cpd 10","EN","freq50","MAPK1",0.000553404236108309,"positive",1,0,0,"OG","Mitosis"
"Genentech Cpd 10","EN","freq50","NOTCH1",-0.0179935731670077,"negative",1,1,1,"OG;TSG;fusion","Mitosis"
"Genentech Cpd 10","EN","freq50","RB1",-0.000825676119809383,"negative",0,1,0,"TSG","Mitosis"
"Genentech Cpd 10","EN","freq50","SALL4",0.000663587289335435,"positive",1,0,0,"OG","Mitosis"
"GSK1070916","DSEN","freq50","AKT1",0.00322987691754404,"positive",1,0,0,"OG","Mitosis"
"GSK1070916","DSEN","freq50","ARHGAP26",0.00418650071770704,"positive",0,1,1,"TSG;fusion","Mitosis"
"GSK1070916","DSEN","freq50","BAX",-0.00216270407500693,"negative",0,1,0,"TSG","Mitosis"
"GSK1070916","DSEN","freq50","CHEK2",-0.00162714095792158,"negative",0,1,0,"TSG","Mitosis"
"GSK1070916","DSEN","freq50","CTNNB1",-0.0025769892714601,"negative",1,0,1,"OG;fusion","Mitosis"
"GSK1070916","DSEN","freq50","IKZF1",0.00204011020455903,"positive",0,1,1,"TSG;fusion","Mitosis"
"GSK1070916","DSEN","freq50","LPP",0.00137182690272348,"positive",1,0,1,"OG;fusion","Mitosis"
"GSK1070916","DSEN","freq50","MSH2",-0.00239302667436787,"negative",0,1,0,"TSG","Mitosis"
"GSK1070916","EN","freq50","BAX",-0.000963999122604294,"negative",0,1,0,"TSG","Mitosis"
"GSK1070916","EN","freq50","CHEK2",-0.00162277683897446,"negative",0,1,0,"TSG","Mitosis"
"GSK1070916","EN","freq50","NOTCH1",-0.0631955012042233,"negative",1,1,1,"OG;TSG;fusion","Mitosis"
"GSK1070916","EN","freq50","PIK3R1",-0.00186882914478559,"negative",0,1,0,"TSG","Mitosis"
"AKT inhibitor VIII_repl_228","EN","freq50","ETNK1",0.000830696180768981,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","HRAS",-0.0133497553756083,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","JUN",0.000570481492075239,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","MAPK1",0.000474073707686148,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","NOTCH1",-0.0179815212616207,"negative",1,1,1,"OG;TSG;fusion","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","PIK3R1",-0.000729318931144573,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"AKT inhibitor VIII_repl_228","EN","freq50","SMAD4",-0.000812529546942607,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"Enzastaurin","DSEN","freq50","AKT1",0.00217497815304362,"positive",1,0,0,"OG","Other, kinases"
"Enzastaurin","DSEN","freq50","LCK",-0.00127990874815158,"negative",1,0,1,"OG;fusion","Other, kinases"
"Enzastaurin","DSEN","freq50","NDRG1",0.00105934803849035,"positive",0,1,1,"TSG;fusion","Other, kinases"
"Enzastaurin","DSEN","freq50","RB1",-0.00103894621248608,"negative",0,1,0,"TSG","Other, kinases"
"Enzastaurin","EN","freq50","AKT1",0.00209503128513303,"positive",1,0,0,"OG","Other, kinases"
"Enzastaurin","EN","freq50","LCK",-0.00112441483484635,"negative",1,0,1,"OG;fusion","Other, kinases"
"Enzastaurin","EN","freq50","NDRG1",0.00115712284947317,"positive",0,1,1,"TSG;fusion","Other, kinases"
"Enzastaurin","EN","freq50","NOTCH1",-0.0114710624019224,"negative",1,1,1,"OG;TSG;fusion","Other, kinases"
"Enzastaurin","EN","freq50","RB1",-0.000621758818634522,"negative",0,1,0,"TSG","Other, kinases"
"GSK429286A","DSEN","freq50","BAX",-0.000554284003402055,"negative",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","DSEN","freq50","CDH1",0.000300140293974865,"positive",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","DSEN","freq50","CHEK2",-0.000355550014121492,"negative",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","DSEN","freq50","CTNNB1",0.000286630581925619,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"GSK429286A","DSEN","freq50","ERBB3",0.000835195744370304,"positive",1,0,0,"OG","Cytoskeleton"
"GSK429286A","DSEN","freq50","PTEN",-0.000279584711023828,"negative",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","EN","freq50","BAX",-0.000506695758138292,"negative",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","EN","freq50","CDH1",0.000373713450118801,"positive",0,1,0,"TSG","Cytoskeleton"
"GSK429286A","EN","freq50","CTNNB1",0.000433737977662507,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"GSK429286A","EN","freq50","ERBB3",0.000829542881233379,"positive",1,0,0,"OG","Cytoskeleton"
"GSK429286A","EN","freq50","NOTCH1",-0.0104363113484402,"negative",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"QL-XII-47","DSEN","freq50","ERBB3",0.00435132035447536,"positive",1,0,0,"OG","Other, kinases"
"QL-XII-47","EN","freq50","CTNNB1",0.00115801806322608,"positive",1,0,1,"OG;fusion","Other, kinases"
"QL-XII-47","EN","freq50","ERBB3",0.00308492703397262,"positive",1,0,0,"OG","Other, kinases"
"QL-XII-47","EN","freq50","MAPK1",0.00184325676510581,"positive",1,0,0,"OG","Other, kinases"
"QL-XII-47","EN","freq50","MYC",-0.00770052165945277,"negative",1,0,1,"OG;fusion","Other, kinases"
"QL-XII-47","EN","freq50","RB1",-0.00175457548878481,"negative",0,1,0,"TSG","Other, kinases"
"QL-XII-47","EN","freq50","TET2",-0.00915992352545046,"negative",0,1,0,"TSG","Other, kinases"
"Idelalisib","DSEN","freq50","CTNNB1",-0.00062384085703004,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"Idelalisib","DSEN","freq50","ETNK1",0.000662565235265621,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"Idelalisib","EN","freq50","ETNK1",0.000896504258585884,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"Idelalisib","EN","freq50","PIK3R1",-0.00261973394528828,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"UNC0638_repl_245","EN","freq50","AKT1",0.00140940387962189,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","ATM",-0.000931086987551725,"negative",0,1,0,"TSG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","BCL2",-0.000796765481045838,"negative",1,0,1,"OG;fusion","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","CTNNB1",0.00231643371252639,"positive",1,0,1,"OG;fusion","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","EGFR",0.00156363140948413,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","KMT2D",-0.008792421393371,"negative",1,1,0,"OG;TSG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","MYC",-0.00409935163187897,"negative",1,0,1,"OG;fusion","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","NOTCH1",-0.0121761451267496,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","PIK3R1",-0.000787897432818468,"negative",0,1,0,"TSG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","RB1",-0.00143789973684018,"negative",0,1,0,"TSG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","TET2",-0.00816222991322163,"negative",0,1,0,"TSG","Chromatin histone methylation"
"UNC0638_repl_245","EN","freq50","VHL",0.00816517719811427,"positive",0,1,0,"TSG","Chromatin histone methylation"
"Cabozantinib","DSEN","freq50","SRC",0.000455362591060681,"positive",1,0,0,"OG","RTK signaling"
"Cabozantinib","EN","freq50","BAX",-0.00245710332035709,"negative",0,1,0,"TSG","RTK signaling"
"WZ3105","EN","freq50","NOTCH1",-0.0297664798449445,"negative",1,1,1,"OG;TSG;fusion","Other"
"XMD14-99","DSEN","freq50","TP53",0.00181945826377534,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"XMD14-99","EN","freq50","BAX",-0.000247620742895384,"negative",0,1,0,"TSG","Other, kinases"
"XMD14-99","EN","freq50","STAG2",0.000291844852087805,"positive",0,1,0,"TSG","Other, kinases"
"XMD14-99","EN","freq50","TP53",0.000634765323315241,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"CP724714","EN","freq50","CDH1",0.000694458110527611,"positive",0,1,0,"TSG","EGFR signaling"
"CP724714","EN","freq50","CDK12",-0.000510984714271891,"negative",0,1,0,"TSG","EGFR signaling"
"CP724714","EN","freq50","ERBB2",-0.000995731299430334,"negative",1,0,1,"OG;fusion","EGFR signaling"
"JW-7-24-1","DSEN","freq50","ERBB3",0.00116996097831953,"positive",1,0,0,"OG","Other, kinases"
"JW-7-24-1","EN","freq50","CHEK2",-0.00143806804996938,"negative",0,1,0,"TSG","Other, kinases"
"JW-7-24-1","EN","freq50","CTNNB1",0.00138082027540645,"positive",1,0,1,"OG;fusion","Other, kinases"
"JW-7-24-1","EN","freq50","ERBB3",0.00287784246385477,"positive",1,0,0,"OG","Other, kinases"
"JW-7-24-1","EN","freq50","IRS4",0.00446120275866233,"positive",1,1,0,"OG;TSG","Other, kinases"
"JW-7-24-1","EN","freq50","KMT2D",-0.00706612147715803,"negative",1,1,0,"OG;TSG","Other, kinases"
"JW-7-24-1","EN","freq50","MAP2K1",0.000634044182269278,"positive",1,0,0,"OG","Other, kinases"
"JW-7-24-1","EN","freq50","MAPK1",0.00112464914784425,"positive",1,0,0,"OG","Other, kinases"
"JW-7-24-1","EN","freq50","MYC",-0.00666852000652061,"negative",1,0,1,"OG;fusion","Other, kinases"
"JW-7-24-1","EN","freq50","PIK3R1",-0.000830508758316523,"negative",0,1,0,"TSG","Other, kinases"
"JW-7-24-1","EN","freq50","RB1",-0.00183744721323418,"negative",0,1,0,"TSG","Other, kinases"
"JW-7-24-1","EN","freq50","SALL4",0.000292532001266271,"positive",1,0,0,"OG","Other, kinases"
"NPK76-II-72-1","DSEN","freq50","NDRG1",0.000923708879900202,"positive",0,1,1,"TSG;fusion","Cell cycle"
"NPK76-II-72-1","DSEN","freq50","NFATC2",0.00141106507876108,"positive",1,0,1,"OG;fusion","Cell cycle"
"NPK76-II-72-1","EN","freq50","CHEK2",-0.00284867115827971,"negative",0,1,0,"TSG","Cell cycle"
"NPK76-II-72-1","EN","freq50","KMT2D",-0.0132026755108704,"negative",1,1,0,"OG;TSG","Cell cycle"
"NPK76-II-72-1","EN","freq50","NOTCH1",-0.0793651790807543,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"NPK76-II-72-1","EN","freq50","TET2",-0.0432505127313604,"negative",0,1,0,"TSG","Cell cycle"
"STF-62247","DSEN","freq50","NFATC2",0.00066922049297345,"positive",1,0,1,"OG;fusion","Other"
"STF-62247","EN","freq50","CTNNB1",0.000260202342858599,"positive",1,0,1,"OG;fusion","Other"
"STF-62247","EN","freq50","NFATC2",0.000191782729740071,"positive",1,0,1,"OG;fusion","Other"
"STF-62247","EN","freq50","PIK3R1",-0.000110892810884774,"negative",0,1,0,"TSG","Other"
"STF-62247","EN","freq50","TET2",-0.00168598903102459,"negative",0,1,0,"TSG","Other"
"STF-62247","EN","freq50","VHL",-0.00334507259485895,"negative",0,1,0,"TSG","Other"
"NG-25","EN","freq50","IKZF1",0.00463189845171046,"positive",0,1,1,"TSG;fusion","Other, kinases"
"TL-1-85","DSEN","freq50","AKT1",0.00144848960715127,"positive",1,0,0,"OG","Other, kinases"
"TL-1-85","DSEN","freq50","ATM",-0.00241926178927794,"negative",0,1,0,"TSG","Other, kinases"
"TL-1-85","DSEN","freq50","IKZF1",0.00316079890115452,"positive",0,1,1,"TSG;fusion","Other, kinases"
"TL-1-85","EN","freq50","AKT1",0.00112037757234795,"positive",1,0,0,"OG","Other, kinases"
"TL-1-85","EN","freq50","ATM",-0.00105994190809695,"negative",0,1,0,"TSG","Other, kinases"
"TL-1-85","EN","freq50","BAX",-0.00152828485853142,"negative",0,1,0,"TSG","Other, kinases"
"TL-1-85","EN","freq50","CHEK2",-0.000585818113136517,"negative",0,1,0,"TSG","Other, kinases"
"TL-1-85","EN","freq50","CTNNB1",0.000806919287507173,"positive",1,0,1,"OG;fusion","Other, kinases"
"TL-1-85","EN","freq50","ELF4",0.00191089737483185,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"TL-1-85","EN","freq50","ERBB2",0.000543995832520473,"positive",1,0,1,"OG;fusion","Other, kinases"
"TL-1-85","EN","freq50","GPC5",-0.000516686801258268,"negative",0,1,0,"TSG","Other, kinases"
"TL-1-85","EN","freq50","IKZF1",0.00290663103390789,"positive",0,1,1,"TSG;fusion","Other, kinases"
"TL-1-85","EN","freq50","KRAS",0.00209728842470971,"positive",1,0,0,"OG","Other, kinases"
"TL-1-85","EN","freq50","RB1",0.00558070565802268,"positive",0,1,0,"TSG","Other, kinases"
"VX-11e","DSEN","freq50","AKT1",0.00278804637251007,"positive",1,0,0,"OG","ERK MAPK signaling"
"VX-11e","DSEN","freq50","BRAF",-0.013935122416131,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"VX-11e","DSEN","freq50","MAP2K1",-0.00377742493518896,"negative",1,0,0,"OG","ERK MAPK signaling"
"VX-11e","DSEN","freq50","SYK",-0.00189905006804131,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"VX-11e","EN","freq50","AKT1",0.00119925880959479,"positive",1,0,0,"OG","ERK MAPK signaling"
"VX-11e","EN","freq50","BRAF",-0.0167687634961449,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"VX-11e","EN","freq50","KRAS",-0.00264419210803075,"negative",1,0,0,"OG","ERK MAPK signaling"
"VX-11e","EN","freq50","MAP2K1",-0.00127746463854081,"negative",1,0,0,"OG","ERK MAPK signaling"
"VX-11e","EN","freq50","SYK",-0.000929338557082368,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"VX-11e","EN","freq50","TP53",0.00210482866763499,"positive",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"Tubastatin A","EN","freq50","AKT1",0.000207686146420155,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","CHEK2",-0.000464442020840269,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","CTNNB1",0.00101043507415498,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","ELF4",0.000619591796800431,"positive",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","MYC",-0.0049429124935507,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","PIK3R1",-0.000370155851431368,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","RB1",-0.000309190880085009,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","SLC34A2",-0.00445623602979026,"negative",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"Tubastatin A","EN","freq50","TET2",-0.00843736844695881,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Sepantronium bromide","EN","freq50","MYC",-0.0121633714744578,"negative",1,0,1,"OG;fusion","Apoptosis regulation"
"NSC-207895","EN","freq50","DDX10",-0.000283849067265301,"negative",0,1,1,"TSG;fusion","p53 pathway"
"NSC-207895","EN","freq50","FOXO1",-0.00350150887635125,"negative",1,1,1,"OG;TSG;fusion","p53 pathway"
"VNLG/124","DSEN","freq50","SRC",0.00092714329339834,"positive",1,0,0,"OG","Chromatin histone acetylation"
"VNLG/124","DSEN","freq50","TET2",-0.0212221726052849,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"VNLG/124","EN","freq50","TET2",-0.0489449361837656,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","DSEN","freq50","AKT1",0.00275183321447179,"positive",1,0,0,"OG","Chromatin histone acetylation"
"AR-42","DSEN","freq50","CHEK2",-0.00201472900357938,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","DSEN","freq50","ESR1",-0.00205889226164357,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"AR-42","DSEN","freq50","NDRG1",0.00106090225615659,"positive",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"AR-42","DSEN","freq50","PTEN",-0.00271898166578854,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","DSEN","freq50","RB1",-0.00106110723944215,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","DSEN","freq50","WWTR1",0.0042407112324249,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"AR-42","EN","freq50","AKT1",0.00253322618324385,"positive",1,0,0,"OG","Chromatin histone acetylation"
"AR-42","EN","freq50","CHEK2",-0.0038597988653564,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","CTNNB1",0.00188727572614244,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"AR-42","EN","freq50","EGFR",0.0011908190279495,"positive",1,0,0,"OG","Chromatin histone acetylation"
"AR-42","EN","freq50","ERBB3",0.000802349189749501,"positive",1,0,0,"OG","Chromatin histone acetylation"
"AR-42","EN","freq50","ESR1",-0.000789971869187494,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"AR-42","EN","freq50","KMT2D",-0.00591849448111634,"negative",1,1,0,"OG;TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","MYC",-0.0117922087728011,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"AR-42","EN","freq50","NFE2L2",0.00649076291688041,"positive",1,1,0,"OG;TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","PTEN",-0.00142246610774379,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","RB1",-0.00186062060140379,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","SLC34A2",-0.0119714129254285,"negative",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"AR-42","EN","freq50","TET2",-0.00727525359318162,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"AR-42","EN","freq50","WWTR1",0.00460267715356223,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"CUDC-101","DSEN","freq50","WWTR1",0.00413229382007225,"positive",1,0,1,"OG;fusion","Other"
"CUDC-101","EN","freq50","AKT1",0.000785607034022027,"positive",1,0,0,"OG","Other"
"CUDC-101","EN","freq50","CHEK2",-0.00336637425162324,"negative",0,1,0,"TSG","Other"
"CUDC-101","EN","freq50","CTNNB1",0.00167827411300952,"positive",1,0,1,"OG;fusion","Other"
"CUDC-101","EN","freq50","ESR1",-0.00133584822784624,"negative",1,1,1,"OG;TSG;fusion","Other"
"CUDC-101","EN","freq50","KMT2D",-0.00832230619209877,"negative",1,1,0,"OG;TSG","Other"
"CUDC-101","EN","freq50","LCK",-0.0017887405082482,"negative",1,0,1,"OG;fusion","Other"
"CUDC-101","EN","freq50","MYC",-0.0155494076368846,"negative",1,0,1,"OG;fusion","Other"
"CUDC-101","EN","freq50","NFE2L2",0.0106131545100088,"positive",1,1,0,"OG;TSG","Other"
"CUDC-101","EN","freq50","NOTCH1",-0.0128407996390407,"negative",1,1,1,"OG;TSG;fusion","Other"
"CUDC-101","EN","freq50","SRC",0.00127666441770489,"positive",1,0,0,"OG","Other"
"CUDC-101","EN","freq50","SYK",-0.00154653873570875,"negative",1,0,1,"OG;fusion","Other"
"CUDC-101","EN","freq50","TET2",-0.0140566747263322,"negative",0,1,0,"TSG","Other"
"CUDC-101","EN","freq50","VHL",0.0155104402095279,"positive",0,1,0,"TSG","Other"
"CUDC-101","EN","freq50","WWTR1",0.00414094968153022,"positive",1,0,1,"OG;fusion","Other"
"Belinostat","DSEN","freq50","WWTR1",0.00190623799544907,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Belinostat","EN","freq50","AKT1",0.00262308924620802,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Belinostat","EN","freq50","CHEK2",-0.00377893224169675,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Belinostat","EN","freq50","CTNNB1",0.00165501977535151,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Belinostat","EN","freq50","ERBB3",0.00145514739951999,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Belinostat","EN","freq50","KMT2D",-0.012992623890313,"negative",1,1,0,"OG;TSG","Chromatin histone acetylation"
"Belinostat","EN","freq50","LCK",-0.000933611754365275,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Belinostat","EN","freq50","MYC",-0.0120666287058431,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Belinostat","EN","freq50","RB1",-0.00121383457896393,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Belinostat","EN","freq50","SLC34A2",-0.0122907967749621,"negative",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"Belinostat","EN","freq50","TET2",-0.00915941735835374,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Belinostat","EN","freq50","WWTR1",0.00515683097875736,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"I-BET-762","DSEN","freq50","CHEK2",-0.00126793433403296,"negative",0,1,0,"TSG","Chromatin other"
"I-BET-762","DSEN","freq50","CTNNB1",0.000663613598829315,"positive",1,0,1,"OG;fusion","Chromatin other"
"I-BET-762","DSEN","freq50","EGFR",0.000742087119878277,"positive",1,0,0,"OG","Chromatin other"
"I-BET-762","DSEN","freq50","PTEN",-0.000816060872036105,"negative",0,1,0,"TSG","Chromatin other"
"I-BET-762","DSEN","freq50","WWTR1",0.00108314164503457,"positive",1,0,1,"OG;fusion","Chromatin other"
"I-BET-762","EN","freq50","CHEK2",-0.00331614456807781,"negative",0,1,0,"TSG","Chromatin other"
"I-BET-762","EN","freq50","CTNNB1",0.00880097218678551,"positive",1,0,1,"OG;fusion","Chromatin other"
"I-BET-762","EN","freq50","KMT2D",-0.0235413564249915,"negative",1,1,0,"OG;TSG","Chromatin other"
"I-BET-762","EN","freq50","MYC",-0.0220734112164796,"negative",1,0,1,"OG;fusion","Chromatin other"
"I-BET-762","EN","freq50","TET2",-0.0150873688191602,"negative",0,1,0,"TSG","Chromatin other"
"CAY10603","DSEN","freq50","CHEK2",-0.00193039258675561,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"CAY10603","DSEN","freq50","ERBB3",0.00126888369218285,"positive",1,0,0,"OG","Chromatin histone acetylation"
"CAY10603","DSEN","freq50","ESR1",-0.00143130118840611,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"CAY10603","DSEN","freq50","NDRG1",0.00114831271674891,"positive",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"CAY10603","DSEN","freq50","WWTR1",0.00232511001691287,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"CAY10603","EN","freq50","AKT1",0.000973386140900051,"positive",1,0,0,"OG","Chromatin histone acetylation"
"CAY10603","EN","freq50","CDH1",0.00056385748710537,"positive",0,1,0,"TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","CHEK2",-0.0038938218315879,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","CTNNB1",0.00301975552264284,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"CAY10603","EN","freq50","EGFR",0.000977503630110234,"positive",1,0,0,"OG","Chromatin histone acetylation"
"CAY10603","EN","freq50","ERBB3",0.00212214695611038,"positive",1,0,0,"OG","Chromatin histone acetylation"
"CAY10603","EN","freq50","ESR1",-0.000872909949777131,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"CAY10603","EN","freq50","KMT2D",-0.00911222107911859,"negative",1,1,0,"OG;TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","MYC",-0.0124176492209334,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"CAY10603","EN","freq50","NFE2L2",0.0094374479175139,"positive",1,1,0,"OG;TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","RB1",-0.00133146122157456,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","SLC34A2",-0.0129247815035367,"negative",0,1,1,"TSG;fusion","Chromatin histone acetylation"
"CAY10603","EN","freq50","SRC",0.00159268221493818,"positive",1,0,0,"OG","Chromatin histone acetylation"
"CAY10603","EN","freq50","TET2",-0.025086014974569,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"CAY10603","EN","freq50","WWTR1",0.00391302408208367,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Linifanib","EN","freq50","BAX",-0.000930595022571022,"negative",0,1,0,"TSG","RTK signaling"
"BIX02189","DSEN","freq50","ATM",-0.000494360203873489,"negative",0,1,0,"TSG","ERK MAPK signaling"
"BIX02189","DSEN","freq50","NDRG1",0.000907054120993308,"positive",0,1,1,"TSG;fusion","ERK MAPK signaling"
"BIX02189","DSEN","freq50","SRC",0.000426223650797311,"positive",1,0,0,"OG","ERK MAPK signaling"
"BIX02189","EN","freq50","AKT1",0.000247960575209037,"positive",1,0,0,"OG","ERK MAPK signaling"
"BIX02189","EN","freq50","BAX",-0.00176140111115396,"negative",0,1,0,"TSG","ERK MAPK signaling"
"BIX02189","EN","freq50","CCND3",-0.00610874364830607,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
