"drug","method","selection","gene_symbol","coef_value","coef_sign","is_og","is_tsg","is_fusion","role","primary_pathway"
"KIN001-270","EN","freq50","CTNNB1",0.000159143143451702,"positive",1,0,1,"OG;fusion","Other"
"KIN001-270","EN","freq50","ID3",-0.00683479855827734,"negative",0,1,0,"TSG","Other"
"KIN001-270","EN","freq50","KRAS",0.000634602887631073,"positive",1,0,0,"OG","Other"
"KIN001-270","EN","freq50","MYC",-0.00408098381422144,"negative",1,0,1,"OG;fusion","Other"
"KIN001-270","EN","freq50","SRC",0.000566709370882586,"positive",1,0,0,"OG","Other"
"AICA Ribonucleotide","DSEN","freq50","KAT6B",-0.00100664107198458,"negative",0,1,1,"TSG;fusion","Metabolism"
"AICA Ribonucleotide","EN","freq50","ASXL1",-0.00546838763950601,"negative",0,1,0,"TSG","Metabolism"
"AICA Ribonucleotide","EN","freq50","BAX",-0.00193285593556309,"negative",0,1,0,"TSG","Metabolism"
"AICA Ribonucleotide","EN","freq50","BCL2",-0.000495007544311044,"negative",1,0,1,"OG;fusion","Metabolism"
"AICA Ribonucleotide","EN","freq50","CTNNB1",0.00106609886494503,"positive",1,0,1,"OG;fusion","Metabolism"
"AICA Ribonucleotide","EN","freq50","KAT6B",-0.000582224497147485,"negative",0,1,1,"TSG;fusion","Metabolism"
"AICA Ribonucleotide","EN","freq50","MAPK1",0.000525885061434275,"positive",1,0,0,"OG","Metabolism"
"AICA Ribonucleotide","EN","freq50","NOTCH1",-0.00404142279864117,"negative",1,1,1,"OG;TSG;fusion","Metabolism"
"AICA Ribonucleotide","EN","freq50","PTEN",-0.000927181372715032,"negative",0,1,0,"TSG","Metabolism"
"AICA Ribonucleotide","EN","freq50","SRC",-0.00180201440936419,"negative",1,0,0,"OG","Metabolism"
"AICA Ribonucleotide","EN","freq50","STK11",0.00264330180580369,"positive",0,1,0,"TSG","Metabolism"
"Camptothecin","DSEN","freq50","LRP1B",0.0104586569282943,"positive",0,1,0,"TSG","DNA replication"
"Camptothecin","DSEN","freq50","MDM2",0.00484284085203191,"positive",1,0,0,"OG","DNA replication"
"Camptothecin","EN","freq50","KDM5C",-0.0512567810631144,"negative",0,1,0,"TSG","DNA replication"
"Vinblastine","DSEN","freq50","CTNNB1",0.00184566690967617,"positive",1,0,1,"OG;fusion","Mitosis"
"Vinblastine","DSEN","freq50","KIT",0.00216503911367945,"positive",1,0,0,"OG","Mitosis"
"Vinblastine","EN","freq50","APC",0.00933670095879347,"positive",0,1,0,"TSG","Mitosis"
"Vinblastine","EN","freq50","CDH1",0.000703470493803743,"positive",0,1,0,"TSG","Mitosis"
"Vinblastine","EN","freq50","CTNNB1",0.0022301611039689,"positive",1,0,1,"OG;fusion","Mitosis"
"Vinblastine","EN","freq50","KIT",0.00084089430852599,"positive",1,0,0,"OG","Mitosis"
"Vinblastine","EN","freq50","KMT2D",-0.00391066692627385,"negative",1,1,0,"OG;TSG","Mitosis"
"Cisplatin","DSEN","freq50","ETV5",0.00102765887696987,"positive",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","DSEN","freq50","SYK",0.00042087542651003,"positive",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","DSEN","freq50","WWTR1",-0.000653248607070073,"negative",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","EN","freq50","ATRX",-0.00109292619693172,"negative",0,1,0,"TSG","DNA replication"
"Cisplatin","EN","freq50","CTNNB1",0.000317478205010401,"positive",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","EN","freq50","ETV5",0.000821236820248986,"positive",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","EN","freq50","KDM5C",-0.00388634189504019,"negative",0,1,0,"TSG","DNA replication"
"Cisplatin","EN","freq50","MAP2K4",-0.000279174810504433,"negative",1,1,0,"OG;TSG","DNA replication"
"Cisplatin","EN","freq50","SYK",0.000360893143122488,"positive",1,0,1,"OG;fusion","DNA replication"
"Cisplatin","EN","freq50","WWTR1",-0.000417007521381427,"negative",1,0,1,"OG;fusion","DNA replication"
"Cytarabine","EN","freq50","CDKN2A",0.000954927727456847,"positive",0,1,0,"TSG","Other"
"Cytarabine","EN","freq50","HRAS",-0.0161073063224894,"negative",1,0,0,"OG","Other"
"Cytarabine","EN","freq50","KMT2D",-0.00560064468523097,"negative",1,1,0,"OG;TSG","Other"
"Cytarabine","EN","freq50","LRP1B",0.00263115027593755,"positive",0,1,0,"TSG","Other"
"Docetaxel","DSEN","freq50","CDKN1A",-0.00188387412325434,"negative",1,1,0,"OG;TSG","Mitosis"
"Docetaxel","DSEN","freq50","WWTR1",-0.00329222779534886,"negative",1,0,1,"OG;fusion","Mitosis"
"Docetaxel","EN","freq50","ARID1B",0.0037863998023614,"positive",0,1,0,"TSG","Mitosis"
"Docetaxel","EN","freq50","BCL2",0.0013771581595298,"positive",1,0,1,"OG;fusion","Mitosis"
"Docetaxel","EN","freq50","BRAF",0.0017238114591429,"positive",1,0,1,"OG;fusion","Mitosis"
"Docetaxel","EN","freq50","CDKN2A",-0.00497187591216922,"negative",0,1,0,"TSG","Mitosis"
"Docetaxel","EN","freq50","EGFR",-0.00125721437663466,"negative",1,0,0,"OG","Mitosis"
"Docetaxel","EN","freq50","ID3",0.00592541081236538,"positive",0,1,0,"TSG","Mitosis"
"Docetaxel","EN","freq50","MAPK1",-0.000761615754544641,"negative",1,0,0,"OG","Mitosis"
"Docetaxel","EN","freq50","NRG1",-0.00170668574714451,"negative",0,1,1,"TSG;fusion","Mitosis"
"Docetaxel","EN","freq50","WWTR1",-0.00323370836963305,"negative",1,0,1,"OG;fusion","Mitosis"
"Methotrexate","EN","freq50","BAX",-0.0016416636811837,"negative",0,1,0,"TSG","DNA replication"
"Methotrexate","EN","freq50","CTNNB1",0.00372977131790316,"positive",1,0,1,"OG;fusion","DNA replication"
"Methotrexate","EN","freq50","ERBB3",0.00143011094378239,"positive",1,0,0,"OG","DNA replication"
"Methotrexate","EN","freq50","MYC",-0.0287438512654766,"negative",1,0,1,"OG;fusion","DNA replication"
"Methotrexate","EN","freq50","NOTCH1",-0.00750484888329855,"negative",1,1,1,"OG;TSG;fusion","DNA replication"
"Tretinoin","DSEN","freq50","PTEN",-0.00065635566484058,"negative",0,1,0,"TSG","Other"
"Tretinoin","EN","freq50","BAX",-0.00164315245757028,"negative",0,1,0,"TSG","Other"
"Tretinoin","EN","freq50","BCL2",-0.00051503544282753,"negative",1,0,1,"OG;fusion","Other"
"Tretinoin","EN","freq50","PTEN",-0.000962565341409399,"negative",0,1,0,"TSG","Other"
"Tretinoin","EN","freq50","TET2",-0.00783977259382734,"negative",0,1,0,"TSG","Other"
"Gefitinib","DSEN","freq50","EGFR",-0.00107038971708975,"negative",1,0,0,"OG","EGFR signaling"
"Gefitinib","EN","freq50","EGFR",-0.0132460401836978,"negative",1,0,0,"OG","EGFR signaling"
"Navitoclax","DSEN","freq50","BAX",-0.00826272713334793,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","DSEN","freq50","BCL2",-0.0082250606323089,"negative",1,0,1,"OG;fusion","Apoptosis regulation"
"Navitoclax","DSEN","freq50","MAPK1",0.00154098734587746,"positive",1,0,0,"OG","Apoptosis regulation"
"Navitoclax","DSEN","freq50","PTEN",-0.00254616234673882,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","DSEN","freq50","RB1",-0.00114383564625279,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","ARID1A",0.0040066380092211,"positive",0,1,1,"TSG;fusion","Apoptosis regulation"
"Navitoclax","EN","freq50","BAX",-0.00567143131085843,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","BCL2",-0.00870363307987179,"negative",1,0,1,"OG;fusion","Apoptosis regulation"
"Navitoclax","EN","freq50","CHD2",0.000708691439106444,"positive",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","CHEK2",-0.00111226139756507,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","IKZF1",0.00204233466253873,"positive",0,1,1,"TSG;fusion","Apoptosis regulation"
"Navitoclax","EN","freq50","MAPK1",0.00109016304389212,"positive",1,0,0,"OG","Apoptosis regulation"
"Navitoclax","EN","freq50","NOTCH1",-0.0294968279617029,"negative",1,1,1,"OG;TSG;fusion","Apoptosis regulation"
"Navitoclax","EN","freq50","PIK3R1",-0.0028167878111556,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","PTEN",-0.000898356378158393,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","RB1",-0.00714060086418086,"negative",0,1,0,"TSG","Apoptosis regulation"
"Navitoclax","EN","freq50","SYK",-0.000747794578712351,"negative",1,0,1,"OG;fusion","Apoptosis regulation"
"Vorinostat","DSEN","freq50","AKT1",0.0012288721557747,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","DSEN","freq50","CHEK2",-0.00066262723071582,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Vorinostat","DSEN","freq50","ERBB3",0.000742807755379348,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","DSEN","freq50","PTEN",-0.000720685646864989,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","AKT1",0.000979135745910034,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","CHEK2",-0.00108653524623578,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","CTNNB1",0.00307410795448603,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Vorinostat","EN","freq50","ERBB3",0.000675746508141126,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","KDR",0.00063756912252312,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","KRAS",0.00179484593904397,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","MAPK1",0.0007056423575508,"positive",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","NRAS",-0.00213143619493874,"negative",1,0,0,"OG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","PTEN",-0.000843888558984487,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"Vorinostat","EN","freq50","WWTR1",0.00085224093310757,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"Nilotinib","DSEN","freq50","BAX",-0.00130940759283855,"negative",0,1,0,"TSG","ABL signaling"
"Nilotinib","DSEN","freq50","CDKN1B",-0.00200507469557411,"negative",0,1,0,"TSG","ABL signaling"
"Nilotinib","DSEN","freq50","ELF4",0.0095703310833499,"positive",1,1,1,"OG;TSG;fusion","ABL signaling"
"Nilotinib","EN","freq50","ELF4",0.00934934468935322,"positive",1,1,1,"OG;TSG;fusion","ABL signaling"
"Nilotinib","EN","freq50","IKZF1",-0.00316842564745722,"negative",0,1,1,"TSG;fusion","ABL signaling"
"Refametinib_repl_1014","DSEN","freq50","MAP2K1",-0.00225892541053141,"negative",1,0,0,"OG","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","ASXL1",-0.0594718034765762,"negative",0,1,0,"TSG","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","BRAF",-0.155357322873184,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","KRAS",-0.0129390493363033,"negative",1,0,0,"OG","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","MAP2K1",-0.00809311992665058,"negative",1,0,0,"OG","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","MYC",0.0187540646649437,"positive",1,0,1,"OG;fusion","ERK MAPK signaling"
"Refametinib_repl_1014","EN","freq50","NRAS",-0.0587605103258635,"negative",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","DSEN","freq50","AKT1",0.00325873485004306,"positive",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","DSEN","freq50","BRAF",-0.0111630182143383,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"CI-1040","DSEN","freq50","KRAS",-0.00404406674616131,"negative",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","DSEN","freq50","MAP2K1",-0.00488861387472205,"negative",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","DSEN","freq50","SMAD3",-0.00310812935277028,"negative",0,1,0,"TSG","ERK MAPK signaling"
"CI-1040","DSEN","freq50","TP53",0.00781281467464565,"positive",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"CI-1040","EN","freq50","BRAF",-0.0823260256532899,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"CI-1040","EN","freq50","CDKN2A",-0.0122894617181697,"negative",0,1,0,"TSG","ERK MAPK signaling"
"CI-1040","EN","freq50","KRAS",-0.0141017746173966,"negative",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","EN","freq50","MAP2K1",-0.00420763975788953,"negative",1,0,0,"OG","ERK MAPK signaling"
"CI-1040","EN","freq50","NRAS",-0.0234078700840503,"negative",1,0,0,"OG","ERK MAPK signaling"
"Temsirolimus","EN","freq50","APC",0.00251636405306533,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"Temsirolimus","EN","freq50","CCND1",-0.0234764061684003,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"Temsirolimus","EN","freq50","MAP2K1",-0.0116421707587611,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"Temsirolimus","EN","freq50","POLQ",0.00376406397997783,"positive",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"Temsirolimus","EN","freq50","RB1",0.00378129334284586,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"Olaparib_repl_1017","DSEN","freq50","FGFR2",-0.000211604517767781,"negative",1,0,1,"OG;fusion","Genome integrity"
"Bosutinib","EN","freq50","ASXL1",-0.00621343580296245,"negative",0,1,0,"TSG","Other, kinases"
"Bosutinib","EN","freq50","LRP1B",0.00115001516539216,"positive",0,1,0,"TSG","Other, kinases"
"Bosutinib","EN","freq50","MAP2K1",-0.00676780626440844,"negative",1,0,0,"OG","Other, kinases"
"Bosutinib","EN","freq50","MYB",-0.00943986425754574,"negative",1,0,1,"OG;fusion","Other, kinases"
"Bosutinib","EN","freq50","NOTCH1",-0.00329763873275319,"negative",1,1,1,"OG;TSG;fusion","Other, kinases"
"Bosutinib","EN","freq50","RB1",0.00321233730874193,"positive",0,1,0,"TSG","Other, kinases"
"Axitinib","EN","freq50","ASXL1",-0.0240678651127661,"negative",0,1,0,"TSG","RTK signaling"
"AZD7762","DSEN","freq50","CTNNB1",0.00230053867426336,"positive",1,0,1,"OG;fusion","Cell cycle"
"AZD7762","DSEN","freq50","ESR1",0.00207558900871679,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"AZD7762","DSEN","freq50","MDM2",0.000678953339568478,"positive",1,0,0,"OG","Cell cycle"
"AZD7762","DSEN","freq50","RB1",-0.0012281349799023,"negative",0,1,0,"TSG","Cell cycle"
"AZD7762","DSEN","freq50","WT1",0.00158389841168979,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"AZD7762","EN","freq50","CTNNB1",0.00228034230543224,"positive",1,0,1,"OG;fusion","Cell cycle"
"AZD7762","EN","freq50","ERBB3",0.000780173762907079,"positive",1,0,0,"OG","Cell cycle"
"AZD7762","EN","freq50","ESR1",0.00138983041411304,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"AZD7762","EN","freq50","ETV5",0.000703373240908047,"positive",1,0,1,"OG;fusion","Cell cycle"
"AZD7762","EN","freq50","MDM2",0.000360046965957379,"positive",1,0,0,"OG","Cell cycle"
"AZD7762","EN","freq50","MYC",-0.00584235103611198,"negative",1,0,1,"OG;fusion","Cell cycle"
"AZD7762","EN","freq50","PDGFRA",0.0032874166141912,"positive",1,0,1,"OG;fusion","Cell cycle"
"AZD7762","EN","freq50","PTPRB",0.000668426513465281,"positive",0,1,0,"TSG","Cell cycle"
"AZD7762","EN","freq50","RB1",0.00746428151994075,"positive",0,1,0,"TSG","Cell cycle"
"AZD7762","EN","freq50","WT1",0.00113652413045628,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"GW441756","DSEN","freq50","PRDM16",0.000790454802468687,"positive",1,0,1,"OG;fusion","RTK signaling"
"Lestauritinib","DSEN","freq50","AKT1",0.00294517786632419,"positive",1,0,0,"OG","Unknown"
"Lestauritinib","DSEN","freq50","BAX",-0.00364468459271088,"negative",0,1,0,"TSG","Unknown"
"Lestauritinib","DSEN","freq50","ERBB3",0.00133447767485092,"positive",1,0,0,"OG","Unknown"
"Lestauritinib","EN","freq50","AKT1",0.0015275205798972,"positive",1,0,0,"OG","Unknown"
"Lestauritinib","EN","freq50","BAX",-0.0030197894015392,"negative",0,1,0,"TSG","Unknown"
"Lestauritinib","EN","freq50","BAZ1A",0.000742200269366962,"positive",0,1,0,"TSG","Unknown"
"Lestauritinib","EN","freq50","CDH1",0.00107582530209908,"positive",0,1,0,"TSG","Unknown"
"Lestauritinib","EN","freq50","CTNNB1",0.00174809402109925,"positive",1,0,1,"OG;fusion","Unknown"
"Lestauritinib","EN","freq50","ERBB3",0.00141069172249235,"positive",1,0,0,"OG","Unknown"
"Lestauritinib","EN","freq50","RB1",0.00305215816172494,"positive",0,1,0,"TSG","Unknown"
"Lestauritinib","EN","freq50","TP53",0.00358436943004998,"positive",1,1,1,"OG;TSG;fusion","Unknown"
"SNX-2112","EN","freq50","CTNNB1",0.00641207560659306,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"SNX-2112","EN","freq50","KMT2D",-0.0346912471999052,"negative",1,1,0,"OG;TSG","Protein stability and degradation"
"THZ-2-102-1","DSEN","freq50","CHEK2",-0.00222929358832654,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","DSEN","freq50","ESR1",-0.00151407928805029,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"THZ-2-102-1","DSEN","freq50","KEAP1",-0.00186176059521484,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","DSEN","freq50","MSH2",-0.00174029782837455,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","DSEN","freq50","NDRG1",0.00138977406717993,"positive",0,1,1,"TSG;fusion","Cell cycle"
"THZ-2-102-1","DSEN","freq50","WWTR1",0.00211781726728499,"positive",1,0,1,"OG;fusion","Cell cycle"
"THZ-2-102-1","EN","freq50","AKT1",0.000980165609860579,"positive",1,0,0,"OG","Cell cycle"
"THZ-2-102-1","EN","freq50","ARHGEF12",-0.0123893903471627,"negative",0,1,1,"TSG;fusion","Cell cycle"
"THZ-2-102-1","EN","freq50","CHEK2",-0.00442654019043271,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","EN","freq50","CTNNB1",0.0037339568347676,"positive",1,0,1,"OG;fusion","Cell cycle"
"THZ-2-102-1","EN","freq50","KDR",0.0021040287656208,"positive",1,0,0,"OG","Cell cycle"
"THZ-2-102-1","EN","freq50","KEAP1",-0.00172320351382223,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","EN","freq50","KMT2D",-0.0160045983016987,"negative",1,1,0,"OG;TSG","Cell cycle"
"THZ-2-102-1","EN","freq50","MYC",-0.0105545247981015,"negative",1,0,1,"OG;fusion","Cell cycle"
"THZ-2-102-1","EN","freq50","NOTCH1",-0.0164181758301511,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"THZ-2-102-1","EN","freq50","POLG",0.0116037733493713,"positive",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","EN","freq50","SRC",0.00336253057666398,"positive",1,0,0,"OG","Cell cycle"
"THZ-2-102-1","EN","freq50","TET2",-0.0138076487150781,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-102-1","EN","freq50","WWTR1",0.00441289120235229,"positive",1,0,1,"OG;fusion","Cell cycle"
"SB216763","DSEN","freq50","MSH2",0.000241466677383438,"positive",0,1,0,"TSG","WNT signaling"
"SB216763","DSEN","freq50","SMAD3",-0.000261435165503445,"negative",0,1,0,"TSG","WNT signaling"
"SB216763","DSEN","freq50","WWTR1",-0.000233963391498531,"negative",1,0,1,"OG;fusion","WNT signaling"
"SB216763","EN","freq50","SMAD3",-9.41008054625401e-05,"negative",0,1,0,"TSG","WNT signaling"
"SB216763","EN","freq50","WWTR1",-0.000176731178176479,"negative",1,0,1,"OG;fusion","WNT signaling"
"Rapamycin","DSEN","freq50","AKT1",0.00167035125872861,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"Sunitinib","DSEN","freq50","PTEN",-0.000762549254369006,"negative",0,1,0,"TSG","RTK signaling"
"Sunitinib","EN","freq50","BAX",-0.00173442114761704,"negative",0,1,0,"TSG","RTK signaling"
"Sunitinib","EN","freq50","PTEN",-0.00088934107168905,"negative",0,1,0,"TSG","RTK signaling"
"Sunitinib","EN","freq50","U2AF1",-0.024529098859129,"negative",1,0,0,"OG","RTK signaling"
"MG-132","DSEN","freq50","ARHGAP5",0.0029127795876496,"positive",1,0,0,"OG","Protein stability and degradation"
"MG-132","DSEN","freq50","NF1",-0.00366756947552382,"negative",0,1,1,"TSG;fusion","Protein stability and degradation"
"MG-132","DSEN","freq50","PTEN",-0.00186016902521201,"negative",0,1,0,"TSG","Protein stability and degradation"
"MG-132","DSEN","freq50","PTPRD",0.00120139560025217,"positive",0,1,0,"TSG","Protein stability and degradation"
"Cyclopamine","DSEN","freq50","AKT1",0.000264503103228363,"positive",1,0,0,"OG","Other"
"Cyclopamine","DSEN","freq50","ELF4",0.000243345821053151,"positive",1,1,1,"OG;TSG;fusion","Other"
"Cyclopamine","DSEN","freq50","MSH2",0.000404570120345231,"positive",0,1,0,"TSG","Other"
"Cyclopamine","DSEN","freq50","STAT3",-0.000293714810947183,"negative",1,0,0,"OG","Other"
"AZ628","EN","freq50","EXT2",0.000873509679899056,"positive",0,1,0,"TSG","ERK MAPK signaling"
"AZ628","EN","freq50","MAP2K1",-0.00100082320679599,"negative",1,0,0,"OG","ERK MAPK signaling"
"AZ628","EN","freq50","NRAS",-0.0199681721049049,"negative",1,0,0,"OG","ERK MAPK signaling"
"AZ628","EN","freq50","RB1",0.0041175790914717,"positive",0,1,0,"TSG","ERK MAPK signaling"
"AZ628","EN","freq50","TP53",0.00218146328306205,"positive",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"Tozasertib","DSEN","freq50","MAP2K1",0.0061063589157993,"positive",1,0,0,"OG","Mitosis"
"Imatinib","EN","freq50","ASXL1",-0.00673357539552088,"negative",0,1,0,"TSG","Other, kinases"
"Imatinib","EN","freq50","IKZF1",0.00181909143672141,"positive",0,1,1,"TSG;fusion","Other, kinases"
"Imatinib","EN","freq50","SYK",0.000416515084549859,"positive",1,0,1,"OG;fusion","Other, kinases"
"NVP-TAE684","EN","freq50","BCOR",0.00126691464994525,"positive",0,1,1,"TSG;fusion","RTK signaling"
"NVP-TAE684","EN","freq50","CDKN1A",-0.00100712566356909,"negative",1,1,0,"OG;TSG","RTK signaling"
"NVP-TAE684","EN","freq50","MAP2K1",-0.00352004937657923,"negative",1,0,0,"OG","RTK signaling"
"NVP-TAE684","EN","freq50","STAG2",0.00126117030993748,"positive",0,1,0,"TSG","RTK signaling"
"NVP-TAE684","EN","freq50","STAT3",-0.00219992781760798,"negative",1,0,0,"OG","RTK signaling"
"Crizotinib","DSEN","freq50","BCOR",0.00110959015922428,"positive",0,1,1,"TSG;fusion","RTK signaling"
"Crizotinib","DSEN","freq50","EXT2",0.000749523103443984,"positive",0,1,0,"TSG","RTK signaling"
"Crizotinib","DSEN","freq50","MAP2K1",0.00293023361802817,"positive",1,0,0,"OG","RTK signaling"
"Crizotinib","DSEN","freq50","PSIP1",0.000284857708392258,"positive",1,0,1,"OG;fusion","RTK signaling"
"Crizotinib","DSEN","freq50","STAG2",0.00219529244123766,"positive",0,1,0,"TSG","RTK signaling"
"Crizotinib","DSEN","freq50","STAT3",-0.003217502037729,"negative",1,0,0,"OG","RTK signaling"
"Saracatinib","EN","freq50","ASXL1",-0.0040084072469916,"negative",0,1,0,"TSG","Other, kinases"
"Saracatinib","EN","freq50","ERG",-0.00663586653060835,"negative",1,0,1,"OG;fusion","Other, kinases"
"Saracatinib","EN","freq50","NT5C2",-0.00306384175000457,"negative",1,0,0,"OG","Other, kinases"
"Saracatinib","EN","freq50","PDCD1LG2",0.000705475715225017,"positive",1,0,1,"OG;fusion","Other, kinases"
"Z-LLNle-CHO","EN","freq50","RB1",0.00356968999651207,"positive",0,1,0,"TSG","Other"
"Dasatinib","EN","freq50","CDKN2A",0.00165837134014148,"positive",0,1,0,"TSG","RTK signaling"
"Dasatinib","EN","freq50","ERG",-0.0113782142015536,"negative",1,0,1,"OG;fusion","RTK signaling"
"GNF-2","EN","freq50","ASXL1",-0.0056427592408032,"negative",0,1,0,"TSG","ABL signaling"
"GNF-2","EN","freq50","IKZF1",0.00117559892504466,"positive",0,1,1,"TSG;fusion","ABL signaling"
"GNF-2","EN","freq50","SYK",0.000353521220878534,"positive",1,0,1,"OG;fusion","ABL signaling"
"CGP-082996","EN","freq50","ID3",-0.00412180651168948,"negative",0,1,0,"TSG","Cell cycle"
"CGP-082996","EN","freq50","MYC",-0.00147417537711898,"negative",1,0,1,"OG;fusion","Cell cycle"
"WH-4-023","EN","freq50","CDKN2A",0.00125671805679731,"positive",0,1,0,"TSG","Other, kinases"
"BI-2536","EN","freq50","AKT1",0.000661245039848813,"positive",1,0,0,"OG","Cell cycle"
"BI-2536","EN","freq50","DNM2",-0.00659666339833352,"negative",0,1,0,"TSG","Cell cycle"
"BI-2536","EN","freq50","ERG",-0.0052261201874076,"negative",1,0,1,"OG;fusion","Cell cycle"
"BI-2536","EN","freq50","NOTCH1",-0.0152769303867242,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"BI-2536","EN","freq50","PTPRB",-0.00294151962908137,"negative",0,1,0,"TSG","Cell cycle"
"CMK","EN","freq50","KIT",0.000274341105749907,"positive",1,0,0,"OG","Other, kinases"
"CMK","EN","freq50","MYC",-0.00191965236965817,"negative",1,0,1,"OG;fusion","Other, kinases"
"JW-7-52-1","DSEN","freq50","AKT1",0.015812892457464,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"JW-7-52-1","EN","freq50","AKT1",0.0148214648257182,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"GW843682X","EN","freq50","AKT1",0.00205329535898566,"positive",1,0,0,"OG","Cell cycle"
"GW843682X","EN","freq50","ARID1A",0.0107763232961975,"positive",0,1,1,"TSG;fusion","Cell cycle"
"GW843682X","EN","freq50","NOTCH1",-0.0179984779501736,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"TGX221","EN","freq50","NF1",-0.00276128299858723,"negative",0,1,1,"TSG;fusion","PI3K/MTOR signaling"
"TGX221","EN","freq50","PTEN",-0.00402725470625284,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"TGX221","EN","freq50","WWTR1",-0.000500152128687635,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"XMD8-85","EN","freq50","MYC",-0.00352178564697198,"negative",1,0,1,"OG;fusion","Other"
"Seliciclib","DSEN","freq50","RET",0.000786615869306986,"positive",1,0,1,"OG;fusion","Cell cycle"
"Seliciclib","EN","freq50","HOXA9",0.00088502500520213,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"Seliciclib","EN","freq50","ID3",-0.00193768440622364,"negative",0,1,0,"TSG","Cell cycle"
"Seliciclib","EN","freq50","MYC",-0.00200761211490019,"negative",1,0,1,"OG;fusion","Cell cycle"
