drug,threshold,n_targets,en_any,dsen_shared_any,dsen_tissue_any,dsen_combined_any
Cyclopamine,0.5,1,FALSE,FALSE,FALSE,FALSE
AZ628,0.5,1,FALSE,FALSE,FALSE,FALSE
Sorafenib,0.5,4,FALSE,FALSE,FALSE,FALSE
Tozasertib,0.5,3,FALSE,FALSE,FALSE,FALSE
Imatinib,0.5,3,FALSE,FALSE,FALSE,FALSE
NVP-TAE684,0.5,1,FALSE,FALSE,FALSE,FALSE
Crizotinib,0.5,3,FALSE,FALSE,FALSE,FALSE
Saracatinib,0.5,2,FALSE,FALSE,FALSE,FALSE
S-Trityl-L-cysteine,0.5,1,FALSE,FALSE,FALSE,FALSE
Z-LLNle-CHO,0.5,1,FALSE,FALSE,FALSE,FALSE
Dasatinib,0.5,5,FALSE,FALSE,FALSE,FALSE
GNF-2,0.5,1,FALSE,FALSE,FALSE,FALSE
CGP-60474,0.5,6,FALSE,FALSE,FALSE,FALSE
CGP-082996,0.5,1,FALSE,FALSE,FALSE,FALSE
A-770041,0.5,2,FALSE,FALSE,FALSE,FALSE
WH-4-023,0.5,2,FALSE,FALSE,FALSE,FALSE
WZ-1-84,0.5,1,FALSE,FALSE,FALSE,FALSE
BI-2536,0.5,3,FALSE,FALSE,FALSE,FALSE
BMS-536924_repl_62,0.5,2,FALSE,FALSE,FALSE,FALSE
BMS-509744,0.5,1,FALSE,FALSE,FALSE,FALSE
CMK,0.5,1,FALSE,FALSE,FALSE,FALSE
JW-7-52-1,0.5,1,FALSE,FALSE,FALSE,FALSE
A-443654,0.5,3,FALSE,FALSE,FALSE,FALSE
GW843682X,0.5,1,FALSE,FALSE,FALSE,FALSE
Entinostat,0.5,2,FALSE,FALSE,FALSE,FALSE
Parthenolide,0.5,1,FALSE,FALSE,FALSE,FALSE
GSK319347A,0.5,1,FALSE,FALSE,FALSE,FALSE
TGX221,0.5,1,FALSE,FALSE,FALSE,FALSE
XMD8-85,0.5,1,FALSE,FALSE,FALSE,FALSE
Seliciclib,0.5,3,FALSE,FALSE,FALSE,FALSE
Salubrinal,0.5,1,FALSE,FALSE,FALSE,FALSE
Lapatinib,0.5,2,FALSE,TRUE,FALSE,TRUE
GSK269962A_repl_127,0.5,2,FALSE,FALSE,FALSE,FALSE
Tanespimycin,0.75,1,FALSE,FALSE,FALSE,FALSE
VX-702,0.75,1,FALSE,FALSE,FALSE,FALSE
Motesanib,0.75,4,FALSE,FALSE,FALSE,FALSE
KU-55933,0.75,1,FALSE,FALSE,FALSE,FALSE
Elesclomol,0.75,1,FALSE,FALSE,FALSE,FALSE
Afatinib,0.75,2,FALSE,FALSE,FALSE,FALSE
Vismodegib,0.75,1,FALSE,FALSE,FALSE,FALSE
PLX-4720,0.75,1,TRUE,TRUE,FALSE,TRUE
NU7441,0.75,1,FALSE,FALSE,FALSE,FALSE
SL0101,0.75,4,FALSE,FALSE,FALSE,FALSE
Doramapimod,0.75,2,FALSE,FALSE,FALSE,FALSE
JNK Inhibitor VIII,0.75,1,FALSE,FALSE,FALSE,FALSE
681640,0.75,2,FALSE,FALSE,FALSE,FALSE
Nutlin-3a (-),0.75,1,FALSE,FALSE,FALSE,FALSE
PD173074,0.75,3,FALSE,FALSE,FALSE,FALSE
ZM447439,0.75,2,FALSE,FALSE,FALSE,FALSE
RO-3306,0.75,1,FALSE,FALSE,FALSE,FALSE
MK-2206,0.75,2,FALSE,FALSE,FALSE,FALSE
Palbociclib,0.75,2,FALSE,FALSE,FALSE,FALSE
Dactolisib,0.75,2,FALSE,FALSE,FALSE,FALSE
Pictilisib,0.75,1,FALSE,FALSE,FALSE,FALSE
AZD8055,0.75,1,FALSE,FALSE,FALSE,FALSE
PD0325901,0.75,2,FALSE,FALSE,TRUE,TRUE
SB590885,0.75,1,TRUE,TRUE,FALSE,TRUE
Selumetinib,0.75,2,FALSE,FALSE,FALSE,FALSE
AZD6482,0.75,1,FALSE,FALSE,FALSE,FALSE
CCT007093,0.75,1,FALSE,FALSE,FALSE,FALSE
EHT-1864,0.75,3,FALSE,FALSE,FALSE,FALSE
BMS-536924,0.75,2,FALSE,FALSE,FALSE,FALSE
Cetuximab,0.75,1,TRUE,TRUE,FALSE,TRUE
PF-4708671,0.75,1,FALSE,FALSE,FALSE,FALSE
Serdemetan,0.75,1,FALSE,FALSE,FALSE,FALSE
HG-5-113-01,0.75,1,FALSE,FALSE,FALSE,FALSE
HG-5-88-01,0.75,2,FALSE,FALSE,FALSE,FALSE
TW 37,0.75,3,FALSE,FALSE,FALSE,FALSE
XMD11-85h,0.75,2,FALSE,FALSE,FALSE,FALSE
ZG-10,0.75,1,FALSE,FALSE,FALSE,FALSE
XMD8-92,0.75,1,FALSE,FALSE,FALSE,FALSE
QL-VIII-58,0.75,2,FALSE,FALSE,FALSE,FALSE
CCT-018159,0.75,1,FALSE,FALSE,FALSE,FALSE
Rucaparib,0.75,2,FALSE,FALSE,FALSE,FALSE
GSK269962A,0.75,2,FALSE,FALSE,FALSE,FALSE
Tamoxifen,0.75,1,FALSE,FALSE,FALSE,FALSE
QL-XII-61,0.75,2,FALSE,FALSE,FALSE,FALSE
JQ1,0.75,4,FALSE,FALSE,FALSE,FALSE
PFI-1,0.75,1,FALSE,FALSE,FALSE,FALSE
IOX2,0.75,1,FALSE,FALSE,FALSE,FALSE
CHIR-99021,0.75,2,FALSE,FALSE,FALSE,FALSE
(5Z)-7-Oxozeaenol,0.75,1,FALSE,FALSE,FALSE,FALSE
Daporinad,0.75,1,FALSE,FALSE,FALSE,FALSE
Talazoparib,0.75,2,FALSE,FALSE,FALSE,FALSE
UNC1215,0.75,1,FALSE,FALSE,FALSE,FALSE
SGC0946,0.75,1,FALSE,FALSE,FALSE,FALSE
XAV939,0.75,1,FALSE,FALSE,FALSE,FALSE
PLX-4720_repl_1371,0.75,1,TRUE,FALSE,TRUE,TRUE
Trametinib,0.75,2,TRUE,FALSE,FALSE,FALSE
Dabrafenib,0.75,1,TRUE,TRUE,TRUE,TRUE
Afatinib_repl_1377,0.75,2,FALSE,TRUE,FALSE,TRUE
SN-38,0.75,1,FALSE,FALSE,FALSE,FALSE
Olaparib,0.75,2,FALSE,FALSE,FALSE,FALSE
Selumetinib_repl_1498,0.75,2,FALSE,FALSE,FALSE,FALSE
Bicalutamide,0.75,1,FALSE,FALSE,FALSE,FALSE
Refametinib,0.75,2,TRUE,TRUE,FALSE,TRUE
Pictilisib_repl_1527,0.75,1,FALSE,FALSE,FALSE,FALSE
NSC-87877,0.75,2,FALSE,FALSE,FALSE,FALSE
Bicalutamide_repl_150,0.75,1,FALSE,FALSE,FALSE,FALSE
QS11,0.75,1,FALSE,FALSE,FALSE,FALSE
CP466722,0.75,1,FALSE,FALSE,FALSE,FALSE
Midostaurin,0.75,4,FALSE,FALSE,FALSE,FALSE
CHIR-99021_repl_154,0.75,2,FALSE,FALSE,FALSE,FALSE
Ponatinib,0.75,7,FALSE,FALSE,FALSE,FALSE
AZD6482_repl_156,0.75,1,FALSE,FALSE,FALSE,FALSE
JNK-9L,0.75,2,FALSE,FALSE,FALSE,FALSE
PF-562271,0.75,2,FALSE,FALSE,FALSE,FALSE
HG6-64-1,0.75,1,FALSE,FALSE,FALSE,FALSE
JQ1_repl_163,0.75,4,FALSE,FALSE,FALSE,FALSE
JQ12,0.75,2,FALSE,FALSE,FALSE,FALSE
DMOG,0.75,1,FALSE,FALSE,FALSE,FALSE
OSU-03012,0.75,1,FALSE,FALSE,FALSE,FALSE
AKT inhibitor VIII,0.75,3,FALSE,FALSE,FALSE,FALSE
Embelin,0.75,1,FALSE,FALSE,FALSE,FALSE
IPA-3,0.75,1,FALSE,FALSE,FALSE,FALSE
GSK650394,0.75,2,FALSE,FALSE,FALSE,FALSE
BAY-61-3606,0.75,1,FALSE,FALSE,FALSE,FALSE
Obatoclax Mesylate,0.75,4,FALSE,FALSE,FALSE,FALSE
BMS-754807,0.75,2,FALSE,FALSE,FALSE,FALSE
Linsitinib,0.75,1,FALSE,FALSE,FALSE,FALSE
LFM-A13,0.75,1,FALSE,FALSE,FALSE,FALSE
GW-2580,0.75,1,FALSE,FALSE,FALSE,FALSE
Luminespib,0.75,1,FALSE,FALSE,FALSE,FALSE
Bryostatin 1,0.75,1,FALSE,FALSE,FALSE,FALSE
Pazopanib,0.75,4,FALSE,FALSE,FALSE,FALSE
Dacinostat,0.75,1,FALSE,FALSE,FALSE,FALSE
GSK1904529A,0.75,2,FALSE,FALSE,FALSE,FALSE
BMS-345541,0.75,2,FALSE,FALSE,FALSE,FALSE
Ruxolitinib,0.75,2,FALSE,FALSE,FALSE,FALSE
AS601245,0.75,2,FALSE,FALSE,FALSE,FALSE
Ispinesib Mesylate,0.75,1,FALSE,FALSE,FALSE,FALSE
AT-7519,0.75,5,FALSE,FALSE,FALSE,FALSE
TAK-715,0.75,2,FALSE,FALSE,FALSE,FALSE
BX-912,0.75,1,FALSE,FALSE,FALSE,FALSE
ZSTK474,0.75,1,FALSE,FALSE,FALSE,FALSE
AS605240,0.75,1,FALSE,FALSE,FALSE,FALSE
Genentech Cpd 10,0.75,2,FALSE,FALSE,FALSE,FALSE
GSK1070916,0.75,2,FALSE,FALSE,FALSE,FALSE
AKT inhibitor VIII_repl_228,0.75,3,FALSE,FALSE,TRUE,TRUE
Enzastaurin,0.75,1,FALSE,FALSE,FALSE,FALSE
GSK429286A,0.75,2,FALSE,FALSE,FALSE,FALSE
FMK,0.75,1,FALSE,FALSE,FALSE,FALSE
QL-XII-47,0.75,2,FALSE,FALSE,FALSE,FALSE
Idelalisib,0.75,1,FALSE,FALSE,FALSE,FALSE
Cabozantinib,0.75,9,FALSE,FALSE,FALSE,FALSE
WZ3105,0.75,5,FALSE,FALSE,FALSE,FALSE
XMD14-99,0.75,3,FALSE,FALSE,FALSE,FALSE
Quizartinib,0.75,1,FALSE,FALSE,FALSE,FALSE
CP724714,0.75,1,TRUE,FALSE,FALSE,FALSE
JW-7-24-1,0.75,1,FALSE,FALSE,FALSE,FALSE
NPK76-II-72-1,0.75,1,FALSE,FALSE,FALSE,FALSE
NG-25,0.75,2,FALSE,FALSE,FALSE,FALSE
TL-1-85,0.75,2,FALSE,FALSE,FALSE,FALSE
VX-11e,0.75,1,FALSE,FALSE,FALSE,FALSE
FR-180204,0.75,2,FALSE,FALSE,FALSE,FALSE
Tubastatin A,0.75,3,FALSE,FALSE,FALSE,FALSE
Sepantronium bromide,0.75,1,FALSE,FALSE,FALSE,FALSE
NSC-207895,0.75,1,FALSE,FALSE,FALSE,FALSE
VNLG/124,0.75,1,FALSE,FALSE,FALSE,FALSE
AR-42,0.75,1,FALSE,FALSE,FALSE,FALSE
CUDC-101,0.75,2,FALSE,FALSE,FALSE,FALSE
Belinostat,0.75,1,FALSE,FALSE,FALSE,FALSE
I-BET-762,0.75,3,FALSE,FALSE,FALSE,FALSE
CAY10603,0.75,2,FALSE,FALSE,FALSE,FALSE
Linifanib,0.75,6,FALSE,FALSE,FALSE,FALSE
BIX02189,0.75,2,FALSE,FALSE,FALSE,FALSE
Alectinib,0.75,1,FALSE,FALSE,FALSE,FALSE
Pelitinib,0.75,1,FALSE,FALSE,FALSE,FALSE
Omipalisib,0.75,2,FALSE,FALSE,FALSE,FALSE
KIN001-236,0.75,2,FALSE,FALSE,FALSE,FALSE
KIN001-244,0.75,1,FALSE,FALSE,FALSE,FALSE
WHI-P97,0.75,1,FALSE,FALSE,FALSE,FALSE
KIN001-260,0.75,1,FALSE,FALSE,FALSE,FALSE
KIN001-266,0.75,1,FALSE,FALSE,FALSE,FALSE
Masitinib,0.75,3,FALSE,FALSE,FALSE,FALSE
Amuvatinib,0.75,3,FALSE,FALSE,FALSE,FALSE
MPS-1-IN-1,0.75,1,FALSE,FALSE,FALSE,FALSE
NVP-BHG712,0.75,4,FALSE,FALSE,FALSE,FALSE
OSI-930,0.75,2,FALSE,FALSE,FALSE,FALSE
OSI-027,0.75,1,FALSE,FALSE,FALSE,FALSE
PHA-793887,0.75,3,FALSE,FALSE,FALSE,FALSE
PI-103,0.75,5,FALSE,FALSE,FALSE,FALSE
SB52334,0.75,1,FALSE,FALSE,FALSE,FALSE
TPCA-1,0.75,1,FALSE,FALSE,FALSE,FALSE
Fedratinib,0.75,1,FALSE,FALSE,FALSE,FALSE
WIKI4,0.75,1,FALSE,FALSE,FALSE,FALSE
Y-39983,0.75,1,FALSE,FALSE,FALSE,FALSE
YM201636,0.75,1,FALSE,FALSE,FALSE,FALSE
Tivozanib,0.75,5,FALSE,FALSE,FALSE,FALSE
GSK690693,0.75,3,FALSE,FALSE,FALSE,FALSE
QL-XI-92,0.75,1,FALSE,FALSE,FALSE,FALSE
XMD13-2,0.75,1,FALSE,FALSE,FALSE,FALSE
QL-X-138,0.75,1,FALSE,FALSE,FALSE,FALSE
XMD15-27,0.75,1,FALSE,FALSE,FALSE,FALSE
T0901317,0.75,2,FALSE,FALSE,FALSE,FALSE
Selisistat,0.75,1,FALSE,FALSE,FALSE,FALSE
THZ-2-49,0.75,1,FALSE,FALSE,FALSE,FALSE
KIN001-270,0.75,1,FALSE,FALSE,FALSE,FALSE
Camptothecin,0.75,1,FALSE,FALSE,FALSE,FALSE
Gefitinib,0.75,1,TRUE,FALSE,FALSE,FALSE
Navitoclax,0.75,3,TRUE,TRUE,FALSE,TRUE
Nilotinib,0.75,1,FALSE,FALSE,FALSE,FALSE
Refametinib_repl_1014,0.75,2,TRUE,FALSE,TRUE,TRUE
CI-1040,0.75,2,FALSE,TRUE,FALSE,TRUE
Temsirolimus,0.75,1,FALSE,FALSE,FALSE,FALSE
Olaparib_repl_1017,0.75,2,FALSE,FALSE,FALSE,FALSE
Veliparib,0.75,2,FALSE,FALSE,FALSE,FALSE
Bosutinib,0.75,3,FALSE,FALSE,FALSE,FALSE
Lenalidomide,0.75,1,FALSE,FALSE,FALSE,FALSE
Axitinib,0.75,3,FALSE,FALSE,FALSE,FALSE
AZD7762,0.75,2,FALSE,FALSE,FALSE,FALSE
GW441756,0.75,1,FALSE,FALSE,FALSE,FALSE
SNX-2112,0.75,1,FALSE,FALSE,FALSE,FALSE
THZ-2-102-1,0.75,1,FALSE,FALSE,FALSE,FALSE
SB216763,0.75,2,FALSE,FALSE,FALSE,FALSE
Erlotinib,0.75,1,FALSE,FALSE,FALSE,FALSE
Rapamycin,0.75,1,FALSE,FALSE,TRUE,TRUE
Sunitinib,0.75,6,FALSE,FALSE,FALSE,FALSE
PHA-665752,0.75,1,FALSE,FALSE,FALSE,FALSE
MG-132,0.75,1,FALSE,FALSE,FALSE,FALSE
Cyclopamine,0.75,1,FALSE,FALSE,FALSE,FALSE
AZ628,0.75,1,FALSE,FALSE,FALSE,FALSE
Sorafenib,0.75,4,FALSE,FALSE,FALSE,FALSE
Tozasertib,0.75,3,FALSE,FALSE,FALSE,FALSE
Imatinib,0.75,3,FALSE,FALSE,FALSE,FALSE
NVP-TAE684,0.75,1,FALSE,FALSE,FALSE,FALSE
Crizotinib,0.75,3,FALSE,FALSE,FALSE,FALSE
Saracatinib,0.75,2,FALSE,FALSE,FALSE,FALSE
S-Trityl-L-cysteine,0.75,1,FALSE,FALSE,FALSE,FALSE
Z-LLNle-CHO,0.75,1,FALSE,FALSE,FALSE,FALSE
Dasatinib,0.75,5,FALSE,FALSE,FALSE,FALSE
GNF-2,0.75,1,FALSE,FALSE,FALSE,FALSE
CGP-60474,0.75,6,FALSE,FALSE,FALSE,FALSE
CGP-082996,0.75,1,FALSE,FALSE,FALSE,FALSE
A-770041,0.75,2,FALSE,FALSE,FALSE,FALSE
WH-4-023,0.75,2,FALSE,FALSE,FALSE,FALSE
WZ-1-84,0.75,1,FALSE,FALSE,FALSE,FALSE
BI-2536,0.75,3,FALSE,FALSE,FALSE,FALSE
BMS-536924_repl_62,0.75,2,FALSE,FALSE,FALSE,FALSE
BMS-509744,0.75,1,FALSE,FALSE,FALSE,FALSE
CMK,0.75,1,FALSE,FALSE,FALSE,FALSE
JW-7-52-1,0.75,1,FALSE,FALSE,FALSE,FALSE
A-443654,0.75,3,FALSE,FALSE,FALSE,FALSE
GW843682X,0.75,1,FALSE,FALSE,FALSE,FALSE
Entinostat,0.75,2,FALSE,FALSE,FALSE,FALSE
Parthenolide,0.75,1,FALSE,FALSE,FALSE,FALSE
GSK319347A,0.75,1,FALSE,FALSE,FALSE,FALSE
TGX221,0.75,1,FALSE,FALSE,FALSE,FALSE
XMD8-85,0.75,1,FALSE,FALSE,FALSE,FALSE
Seliciclib,0.75,3,FALSE,FALSE,FALSE,FALSE
Salubrinal,0.75,1,FALSE,FALSE,FALSE,FALSE
Lapatinib,0.75,2,FALSE,FALSE,FALSE,FALSE
GSK269962A_repl_127,0.75,2,FALSE,FALSE,FALSE,FALSE
