"drug","mse_en","mse_dsen","mse_tglasso","pct_improvement_dsen","pct_improvement_tglasso","winner"
"YK-4-279",0.014234879390668,0.0143746347329143,0.0162907950043713,-0.981781007136028,-14.4428031828011,"EN"
"CHIR-99021",0.00281715949241111,0.00266639588233811,0.00300083593135251,5.3516178434032,-6.51991622896005,"DSEN"
"(5Z)-7-Oxozeaenol",0.0244324585886342,0.0224052354509772,0.030530770323223,8.29725395953419,-24.9598775025682,"DSEN"
"Piperlongumine",0.00700516109349702,0.00686713107950804,0.00753522831868324,1.97040456524426,-7.56680992930038,"DSEN"
"Daporinad",0.0990836432512528,0.0926194197268812,0.116365308699604,6.52400670005628,-17.4414917349466,"DSEN"
"Talazoparib",0.0386268838046984,0.0347955414102222,0.0412516533907401,9.91884930155864,-6.79518855135406,"DSEN"
"rTRAIL",0.00935238152446379,0.00917992069928709,0.00962368791332551,1.84403111363219,-2.90093371567489,"DSEN"
"UNC1215",0.000105449729680264,0.000104574134641357,0.00010865759369424,0.830343559496938,-3.04207893533972,"DSEN"
"SGC0946",0.000189177124687828,0.000187735799900097,0.000197132331009264,0.761891687543836,-4.20516293106968,"DSEN"
"XAV939",0.0021321410426755,0.00213009220967498,0.00227954945125533,0.0960927518166848,-6.91363308662056,"DSEN"
"PLX-4720_repl_1371",0.00407261133732324,0.00417583216073306,0.00567177976018145,-2.53451200864315,-39.2664138657846,"EN"
"Trametinib",0.0630775732828775,0.0578337014763616,0.080732873917682,8.31336960760879,-27.9898222393997,"DSEN"
"Dabrafenib",0.0172018317240092,0.0172271807487118,0.0274920418076963,-0.147362357156523,-59.8204322003958,"EN"
"Temozolomide",0.0009612376067112,0.000960606216321057,0.000977327383850129,0.0656851527379664,-1.67386055503789,"DSEN"
"Afatinib_repl_1377",0.0209764097007088,0.0191375978026987,0.023028474326983,8.76609450447551,-9.78272571690311,"DSEN"
"Bleomycin (50 uM)",0.054567368738274,0.050499871024955,0.0615518107327842,7.45408438663825,-12.7996679261011,"DSEN"
"SN-38",0.034472835096459,0.0322269675757995,0.0393227265772819,6.51489067950258,-14.0687340256534,"DSEN"
"Olaparib",0.0033110667737407,0.00313325712124698,0.00348568885388064,5.37016208503819,-5.27389183222842,"DSEN"
"Selumetinib_repl_1498",0.0242393774651699,0.0233663286153461,0.0305850315447961,3.60177917555145,-26.1791132579391,"DSEN"
